"stagadenn","lec_hanv","kumun","insee","rummad","dibab",,,
"L'","Oiselière","Sant-Albin-ar-C'hestell",44153,"Kêriadenn","L'Oiselière",,,
,"Saint-Aubin-des-Châteaux","Sant-Albin-ar-C'hestell",44153,"Kumun","Sant-Albin-ar-C'hestell",,,
"L'","Ermitage","Sant-Brewenn",44154,"Kêriadenn","Ar Peniti",,,
,"Mindin","Sant-Brewenn",44154,"Kêriadenn","Mendin",,,
"La","Vallée","Sant-Brewenn",44154,"Kêriadenn","An Traoñ",,,
"Le","Pointeau","Sant-Brewenn",44154,"Kêriadenn","Penforn",,,
"Les","Rochelets","Sant-Brewenn",44154,"Kêriadenn","Ar Roc'helloù",,,
,"Saint-Brévin-les-Pins","Sant-Brewenn",44154,"Kumun","Sant-Brewenn",,,
,"Saint-Brévin-l'Océan","Sant-Brewenn",44154,"Kêriadenn","Sant-Brewenn-ar-Mor",,,
,"Pont James","Sant-Koulman",44155,"Kêriadenn","Pont James",,,
,"Saint-Colomban","Sant-Koulman",44155,"Kumun","Sant-Koulman",,,
"La","Balinière","Kerc'haoueg",44156,"Kêriadenn","La Balinière",,,
"La","Bénate","Kerc'haoueg",44156,"Kêriadenn","La Bénate",,,
"Le","Bousson","Kerc'haoueg",44156,"Kêriadenn","La Bousson",,,
,"Corcoué-sur-Logne","Kerc'haoueg",44156,"Kumun","Kerc'haoueg",,,
"Château la","Grange","Kerc'haoueg",44156,"Monumant","Kastell la Grange",,,
"Le","Pré Clos","Kerc'haoueg",44156,"Kêriadenn","Le Pré Clos",,,
,"Saint-Jean","Kerc'haoueg",44156,"Kêriadenn","Sant-Yann",,,
"L'","Ardillé","Sant-Stefan-Melveurzh",44157,"Kêriadenn","L'Ardillé",,,
,"Saint-Etienne-de-Mer-Morte","Sant-Stefan-Melveurzh",44157,"Kumun","Sant-Stefan-Melveurzh",,,
"L'","Angle","Sant-Stefan-Brengoloù",44158,"Kêriadenn","An Ankl",,,
"Le","Chêne Creux","Sant-Stefan-Brengoloù",44158,"Kêriadenn","An Nervenn Doull",,,
"La","Marquellerais","Sant-Stefan-Brengoloù",44158,"Kêriadenn","La Marquellerais",,,
,"Saint-Étienne-de-Montluc","Sant-Stefan-Brengoloù",44158,"Kumun","Sant-Stefan-Brengoloù",,,
"Chemin de la","Garenne","Sant-Stefan-Brengoloù",44158,"Diseurt","Karront ar Waremm",,,
,"Saint-Fiacre-sur-Maine","Sant-Fieg-ar-Mewan",44159,"Kumun","Sant-Fieg-ar-Mewan",,,
,"Saint-Géréon","Sant-Gerent",44160,"Kumun","Sant-Gerent",,,
"Les","Mortiers","Gweltaz-Lambrizig",44161,"Kêriadenn","Les Mortiers",,,
"Bois de","Restin","Gweltaz-Lambrizig",44161,"Koad","Koad Restin",,,
,"Saint-Gildas-des-Bois","Gweltaz-Lambrizig",44161,"Kumun","Gweltaz-Lambrizig",,,
,"Saint-Herblain","Sant-Ervlan",44162,"Kumun","Sant-Ervlan",,,
"Ecole des","Grands Bois","Sant-Ervlan",44162,"Monumant","Skol ar C'hoadoù Bras",,,
"Avenue des","Grands Bois","Sant-Ervlan",44162,"Hent","Bali ar C'hoadoù Bras",,,
"Avenue de l'","Angevinière","Sant-Ervlan",44162,"Hent","Bali L'Angevinière",,,
"L'","Angevinière","Sant-Ervlan",44162,"Kêriadenn","L'Angevinière",,,
"Château","Juigné","Sant-Ervlon-ar-Roz",44163,"Monumant","Kastell Juigné",,,
,"Saint-Herblon","Sant-Ervlon-ar-Roz",44163,"Kumun","Sant-Ervlon-ar-Roz",,,
"Rue de la","Boule d'or","Sant-Ervlon-ar-Roz",44163,"Hent","Straed La Boule d'Or",,,
"La","Carouère","Sant-Eler-Kaleon",44164,"Kêriadenn","La Carouère",,,
"La","Milsandrie","Sant-Eler-Kaleon",44164,"Kêriadenn","La Milsandrie",,,
"Le","Pont Béranger","Sant-Eler-Kaleon",44164,"Kêriadenn","Le Pont Béranger",,,
"Forêt de","Princé","Sant-Eler-Kaleon",44164,"Koad","Koad Princé",,,
,"Saint-Hilaire-de-Chaléons","Sant-Eler-Kaleon",44164,"Kumun","Sant-Eler-Kaleon",,,
"La","Pouitière","Sant-Eler-Neved",44165,"Kêriadenn","La Pouitière",,,
,"Saint-Hilaire-de-Clisson","Sant-Eler-Neved",44165,"Kumun","Sant-Eler-Neved",,,
,"Saint-Jean-de-Boiseau","Sant-Yann-ar-Granneg",44166,"Kumun","Sant-Yann-ar-Granneg",,,
"La","Barbière","Sant-Yoasin",44168,"Kêriadenn","La Barbière",,,
"Ile d'","Aignac","Sant-Yoasin",44168,"Kêriadenn","Enez Aignac",,,
"Île de","Fedrun","Sant-Yoasin",44168,"Kêriadenn","Enez Fedrun",,,
"Marais de la","Grande Brière","Sant-Yoasin",44168,"Dour","Geunieg ar Briver",,,
"Ile de","Mazin","Sant-Yoasin",44168,"Kêriadenn","Enez Mazin",,,
"Ile de","Pandille","Sant-Yoasin",44168,"Kêriadenn","Enez Pandille",,,
"Le","Pintré","Sant-Yoasin",44168,"Kêriadenn","Pentreizh",,,
,"Saint-Joachim","Sant-Yoasin",44168,"Kumun","Sant-Yoasin",,,
"Dolmen de","La Barbière","Sant-Yoasin",44168,"Monumant","Taol-vaen La Barbière",,,
"L'","Angle Essort","Sant-Juluan-Kankell",44169,"Kêriadenn","L'Angle-Essort",,,
"La","Bassetterie","Sant-Juluan-Kankell",44169,"Kêriadenn","La Bassetterie",,,
"La","Chebuette","Sant-Juluan-Kankell",44169,"Kêriadenn","La Chebuette",,,
,"Cahérault","Sant-Juluan-Kankell",44169,"Kêriadenn","Cahérault",,,
,"Boire Courant","Sant-Juluan-Kankell",44169,"Kêriadenn","Boire Courant",,,
,"Embreil","Sant-Juluan-Kankell",44169,"Kêriadenn","Embreil",,,
,"Haut Village","Sant-Juluan-Kankell",44169,"Kêriadenn","Haut Village",,,
,"Saint-Julien-de-Concelles","Sant-Juluan-Kankell",44169,"Kumun","Sant-Juluan-Kankell",,,
,"Saint-Barthélémy","Sant-Juluan-Kankell",44169,"Kêriadenn","Sant-Bertelame",,,
,"Saint-Julien-de-Vouvantes","Sant-Juluan-Gouwent",44170,"Kumun","Sant-Juluan-Gouwent",,,
"La","Champeliere","Sant-Juluan-Gouwent",44170,"Kêriadenn","La Champelière",,,
,"Saint-Léger-les-Vignes","Sant-Lezer-ar-Gwiniegi",44171,"Kumun","Sant-Lezer-ar-Gwiniegi",,,
,"Doulon","Santez-Lusenn",44172,"Kêriadenn","Doulon",,,
,"Sainte-Luce-sur-Loire","Santez-Lusenn",44172,"Kumun","Santez-Lusenn",,,
"Le","Pay","Sant-Leven-Klison",44173,"Kêriadenn","Le Pay",,,
,"Saint-Lumine-de-Clisson","Sant-Leven-Klison",44173,"Kumun","Sant-Leven-Klison",,,
,"Saint-Lumine-de-Coutais","Sant-Leven-Ar-C'hoad",44174,"Kumun","Sant-Leven-ar-C'hoad",,,
"Le","Brunet","Sant-Lefer",44175,"Kêriadenn","Le Brunet",,,
,"Bréca","Sant-Lefer",44175,"Kêriadenn","Bregarn",,,
,"Kerbourg","Sant-Lefer",44175,"Kêriadenn","Kervourc'h",,,
"Dolmen de","Kerbourg","Sant-Lefer",44175,"Monumant","Taol-vaen Kervourc'h",,,
,"Kerhinet","Sant-Lefer",44175,"Kêriadenn","Kerhineg",,,
,"Saint-Lyphard","Sant-Lefer",44175,"Kumun","Sant-Lefer",,,
"Ile d'","Errand","Sant-Maloù-Gwersac'h",44176,"Kêriadenn","Enez Erran",,,
"Le","Pin","Sant-Maloù-Gwersac'h",44176,"Kêriadenn","Le Pin",,,
,"Rosé","Sant-Maloù-Gwersac'h",44176,"Kêriadenn","Ar Roz",,,
,"Saint-Malo-de-Guersac","Sant-Maloù-Gwersac'h",44176,"Kumun","Sant-Maloù-Gwersac'h",,,
"La","Berderie","Sant-Marzh-ar-C'hoad",44178,"Kêriadenn","La Berderie",,,
"La","Cour de la Forêt","Sant-Marzh-ar-C'hoad",44178,"Kêriadenn","Leskoad",,,
"La","Marzelle","Sant-Marzh-ar-C'hoad",44178,"Kêriadenn","La Marzelle",,,
,"Saint-Mars-de-Coutais","Sant-Marzh-ar-C'hoad",44178,"Kumun","Sant-Marzh-ar-C'hoad",,,
,"Beauchêne","Sant-Marzh-an-Dezerzh",44179,"Kêriadenn","Beauchêne",,,
"La","Bérangerie","Sant-Marzh-an-Dezerzh",44179,"Kêriadenn","La Bérangerie",,,
"Le","Grand Pâtis","Sant-Marzh-an-Dezerzh",44179,"Kêriadenn","Le Grand Pâtis",,,
,"Longrais","Sant-Marzh-an-Dezerzh",44179,"Kêriadenn","Longrais",,,
"La","Noë","Sant-Marzh-an-Dezerzh",44179,"Kêriadenn","La Noë",,,
"Marais de","Saint-Mars","Sant-Marzh-an-Dezerzh",44179,"Diseurt","Geunioù Sant-Marzh",,,
,"Saint-Mars-du-Désert","Sant-Marzh-an-Dezerzh",44179,"Kumun","Sant-Marzh-an-Dezerzh",,,
,"Saint-Mars-la-Jaille","Sant-Marzh-an-Olivenn",44180,"Kumun","Sant-Marzh-an-Olivenn",,,
"Forêt de","Saint-Mars-la-Jaille","Sant-Marzh-an-Olivenn",44180,"Koad","Koad Sant-Marzh-an-Olivenn",,,
"L'","Hermitière","Sant-Masen-ar-Porzh",44181,"Kêriadenn","L'Hermitière",,,
,"Saint-Même-le-Tenu","Sant-Masen-ar-Porzh",44181,"Kumun","Sant-Masen-ar-Porzh",,,
"La","Cossonnière","Sant-Mikael-Keveger",44182,"Kêriadenn","La Cossonnière",,,
"Le","Redois","Sant-Mikael-Keveger",44182,"Kêriadenn","Le Redois",,,
,"Saint-Michel-Chef-Chef","Sant-Mikael-Keveger",44182,"Kumun","Sant-Mikael-Keveger",,,
,"Tharon-Plage","Sant-Mikael-Keveger",44182,"Kêriadenn","Traezh Taron",,,
,"Boulay","Sant-Molf",44183,"Kêriadenn","Boulay",,,
"Le","Pigeon Blanc","Sant-Molf",44183,"Kêriadenn","Ar Pichon Gwenn",,,
"La","Pointe","Sant-Molf",44183,"Kêriadenn","Ar Beg",,,
,"Saint-Molf","Sant-Molf",44183,"Kumun","Sant-Molf",,,
"Pointe de","Chémoulin","Sant-Nazer",44184,"Diseurt","Beg Penvilin",,,
"Rocher et Phare du","Grand Charpentier","Sant-Nazer",44184,"Karreg","Roc'h ha Tour-tan ar C'halvez Meur",,,
,"Camp de Beauregard","Sant-Nazer",44184,"Kêriadenn","Kamp Beauregard",,,
,"Brais","Sant-Nazer",44184,"Kêriadenn","Bre",,,
,"Gavi","Sant-Nazer",44184,"Kêriadenn","Gavi",,,
"Le","Grand Marsac","Sant-Nazer",44184,"Kêriadenn","Marzheg Veur",,,
"Hôpital","Heinlex","Sant-Nazer",44184,"Monumant","Ospital Henlez",,,
"L'","Immaculée","Sant-Nazer",44184,"Kêriadenn","An Dinammgrouet",,,
"Les","Landes de Cuneix","Sant-Nazer",44184,"Kêriadenn","Lann Kunez",,,
"Fort de","Leve","Sant-Nazer",44184,"Monumant","Kreñv Leve",,,
,"Marais d'Ust","Sant-Nazer",44184,"Kêriadenn","Geunioù Ust",,,
,"Penhoët","Sant-Nazer",44184,"Kêriadenn","Penc'hoed",,,
,"Saint-Marc","Sant-Nazer",44184,"Kêriadenn","Sant-Mark",,,
"Pont de","Saint-Nazaire","Sant-Nazer",44184,"Monumant","Pont Sant-Nazer",,,
,"Saint-Nazaire","Sant-Nazer",44184,"Kumun","Sant-Nazer",,,
,"Ville-ès-Martin","Sant-Nazer",44184,"Kêriadenn","Kervarzhin",,,
,"Dissignac","Sant-Nazer",44184,"Kêriadenn","Disignag",,,
"Passage de la","Libération","Sant-Nazer",44184,"Hent","Treuzenn an Dieubidigezh",,,
"Boulevard de la","Légion d'Honneur","Sant-Nazer",44184,"Hent","Boulouard al Lejion a Enor",,,
"Les Chantiers de l'","Atlantique","Sant-Nazer",44184,"Diseurt","Chanterioù an Atlanteg",,,
,"Front de Mer","Sant-Nazer",44184,"Karter","Tal ar Mor",,,
,"Gavy-Océanis","Sant-Nazer",44184,"Karter","Gavi-Océanis",,,
,"Herbins","Sant-Nazer",44184,"Karter","Herbins",,,
,"Méan","Sant-Nazer",44184,"Karter","Mean",,,
"le","Petit Maroc","Sant-Nazer",44184,"Karter","Ar Marok Vihan",,,
,"Ville Port","Sant-Nazer",44184,"Karter","Kerborzh",,,
"Allée des","Vanneaux","Sant-Nazer",44184,"Hent","Alez ar Goubiged",,,
,"Kerlédé","Sant-Nazer",44184,"Kêriadenn","Kerlede",,,
"Chemin du","Vallioux","Sant-Nazer",44184,"Hent","Hentig Le Vallioux",,,
"Etang","Aumée","Sant-Nikolaz-an-Hent",44185,"Dour","Stank Aumée",,,
"Le","Broussais","Sant-Nikolaz-an-Hent",44185,"Kêriadenn","Le Broussais",,,
"La","Provotaie","Sant-Nikolaz-an-Hent",44185,"Kêriadenn","La Provotaie",,,
,"Saint-Nicolas-de-Redon","Sant-Nikolaz-an-Hent",44185,"Kumun","Sant-Nikolaz-an-Hent",,,
"Rue du","Moulin Cassé","Sant-Nikolaz-an-Hent",44185,"Hent","Straed ar Vilin Dorr",,,
,"Sainte-Pazanne","Santez-Pezhenn",44186,"Kumun","Santez-Pezhenn",,,
,"Tourne-Bride","Santez-Pezhenn",44186,"Kêriadenn","Tourne-Bride",,,
"Le","Cerny","Sant-Pêr-Raez",44187,"Kêriadenn","Le Cerny",,,
"Le","Landreau","Sant-Pêr-Raez",44187,"Kêriadenn","Le Landreau",,,
"La","Riverais","Sant-Pêr-Raez",44187,"Kêriadenn","La Riverais",,,
,"Saint-Père-en-Retz","Sant-Pêr-Raez",44187,"Kumun","Sant-Pêr-Raez",,,
,"Belle Vue","Sant-Filberzh-Deaz",44188,"Kêriadenn","Belle Vue",,,
"La","Compointrie","Sant-Filberzh-Deaz",44188,"Kêriadenn","La Compointrie",,,
"Lac de","Grand-Lieu","Sant-Filberzh-Deaz",44188,"Dour","Al Lenn Veur",,,
"Lac de","Grand-Lieu","Sant-Filberzh-Deaz",44188,"Dour","Granloc'h",,,
,"Saint-Philbert-de-Grand-Lieu","Sant-Filberzh-Deaz",44188,"Kumun","Sant-Filberzh-Deaz",,,
,"Sainte-Reine-de-Bretagne","Santez-Rouanez-Breizh",44189,"Kumun","Santez-Rouanez-Breizh",,,
"Péage","Saint-Sébastien","Sant-Sebastian-an-Enk",44190,"Diseurt","Treizhaj Sant-Sebastian",,,
,"Saint-Sébastien-sur-Loire","Sant-Sebastian-an-Enk",44190,"Kumun","Sant-Sebastian-an-Enk",,,
"La","Bohinière","Sant-Suleg-al-Lanneier",44191,"Kêriadenn","La Bohinière",,,
,"Boissay","Sant-Suleg-al-Lanneier",44191,"Kêriadenn","Boissay",,,
,"Saint-Sulpice-des-Landes","Sant-Suleg-al-Lanneier",44191,"Kumun","Sant-Suleg-al-Lanneier",,,
"Le","Vieux-Bourg","Sant-Suleg-al-Lanneier",44191,"Kêriadenn","Ar Vourc'h Kozh",,,
"Le","Carnet","Sant-Widel-Skovrid",44192,"Diseurt","Ar Garned",,,
"La","Brosse","Sant-Widel-Skovrid",44192,"Kêriadenn","Ar Broust",,,
"La","Cannelais","Sant-Widel-Skovrid",44192,"Kêriadenn","La Cannelais",,,
,"Saint-Viaud","Sant-Widel-Skovrid",44192,"Kumun","Sant-Widel-Skovrid",,,
"La","Croix-Laurent","Sant-Visant-al-Lann",44193,"Kêriadenn","Kroaz Laorañs",,,
"Le","Jarrier","Sant-Visant-al-Lann",44193,"Kêriadenn","Le Jarrier",,,
"La","Magdeleine","Sant-Visant-al-Lann",44193,"Kêriadenn","Ar Vadalen",,,
"La","Rivière de Cône","Sant-Visant-al-Lann",44193,"Kêriadenn","Stêr Gonn",,,
,"Saint-Vincent-des-Landes","Sant-Visant-al-Lann",44193,"Kumun","Sant-Visant-al-Lann",,,
,"Bon Garand","Saotron",44194,"Kêriadenn","Bon Garand",,,
"Le","Breil","Saotron",44194,"Kêriadenn","Le Breil",,,
,"Sautron","Saotron",44194,"Kumun","Saotron",,,
"La","Justice","Savenneg",44195,"Kêriadenn","Ar Justis",,,
"Chapelle La","Moëre","Savenneg",44195,"Diseurt","Chapel La Moëre",,,
,"Savenay","Savenneg",44195,"Kumun","Savenneg",,,
"Chemin de la","Vallée des Soupirs","Savenneg",44195,"Hent","Hentig Traoñienn an Huanadoù",,,
,"Branleix","Severeg",44196,"Kêriadenn","Branleix",,,
"La","Normandais","Severeg",44196,"Kêriadenn","La Normandais",,,
"Forêt de","Sapins de Saint-Gildas","Severeg",44196,"Diseurt","Koad Pin Sant-Weltaz",,,
,"Sévérac","Severeg",44196,"Kumun","Severeg",,,
"Etang de la","Grande Fenderie","Hezin-ar-Mengleuzioù",44197,"Dour","Stank La Grande Fenderie",,,
"La","Grée-à -Midi","Hezin-ar-Mengleuzioù",44197,"Kêriadenn","La Grée à  Midi",,,
"La","Haute Noë","Hezin-ar-Mengleuzioù",44197,"Kêriadenn","La Haute Noë",,,
"La","Hunaudière","Hezin-ar-Mengleuzioù",44197,"Kêriadenn","La Hunaudière",,,
,"Sion-les-Mines","Hezin-ar-Mengleuzioù",44197,"Kumun","Hezin-ar-Mengleuzioù",,,
"Bois de","Thiouzé","Hezin-ar-Mengleuzioù",44197,"Koad","Koad Thiouzé",,,
"Péage la","Cour Neuve","Kersoren",44198,"Diseurt","Treizhaj al Leur Nevez",,,
"La","Maillardière","Kersoren",44198,"Kêriadenn","La Maillardière",,,
"Les","Sorinières","Kersoren",44198,"Kumun","Kersoren",,,
"Etang de la","Blisière","Saoudan",44199,"Dour","Stank la Blisière",,,
"Le","Jarrier","Saoudan",44199,"Kêriadenn","Le Jarrier",,,
,"Soudan","Saoudan",44199,"Kumun","Saoudan",,,
,"Soulvache","Soulvac'h",44200,"Kumun","Soulvac'h",,,
,"Park ar Geun","Sulieg",44201,"Diseurt","Park ar Geun",,,
"Hôpital la","Hautière","Sulieg",44201,"Diseurt","Ospital La Hautière",,,
"Le","Lavoir","Sulieg",44201,"Kêriadenn","Ar Poull-Kannañ",,,
"Plan d'eau","Plaine de Mazerolles","Sulieg",44201,"Dour","Lenn Plaen Mazerolles",,,
,"Sucé-sur-Erdre","Sulieg",44201,"Kumun","Sulieg",,,
"La","Guibourgère","Tilhieg",44202,"Kêriadenn","La Guibourgère",,,
"La","Guibretière","Tilhieg",44202,"Kêriadenn","La Guibretière",,,
,"Teillé","Tilhieg",44202,"Kumun","Tilhieg",,,
"Le","Temple-de-Bretagne","Templ-Breizh",44203,"Kumun","Templ-Breizh",,,
"Le","Chemin Nantais","Tarvieg",44204,"Kêriadenn","Hent Naoned",,,
,"Thouaré-sur-Loire","Tarvieg",44204,"Kumun","Tarvieg",,,
"La","Chère","An Dosenneg",44205,"Kêriadenn","La Chère",,,
"La","Marchanderie","An Dosenneg",44205,"Kêriadenn","La Marchanderie",,,
"La","Reauté","An Dosenneg",44205,"Kêriadenn","La Reauté",,,
"Les","Touches","An Dosenneg",44205,"Kumun","An Dosenneg",,,
"La","Rambaudière","Tolvez",44206,"Kêriadenn","La Rambaudière",,,
"La","Rivière","Tolvez",44206,"Kêriadenn","Ar Stêr",,,
"Forêt de","Touvois","Tolvez",44206,"Koad","Koad Tolvez",,,
,"Touvois","Tolvez",44206,"Kumun","Tolvez",,,
"Le","Val de Morière","Tolvez",44206,"Kêriadenn","Traoñ Morière",,,
"La","Culière","Treant-an-Erzh",44207,"Kêriadenn","La Culière",,,
,"Trans-sur-Erdre","Treant-an-Erzh",44207,"Kumun","Treant-an-Erzh",,,
"Etang de","Gruellau","Trefieg",44208,"Dour","Stank Gruellau",,,
,"Treffieux","Trefieg",44208,"Kumun","Trefieg",,,
"La","Ménardais","Trelier",44209,"Kêriadenn","La Ménardais",,,
"La","Poste de Gesvres","Trelier",44209,"Kêriadenn","Post Gevr",,,
,"Tourneuve","Trelier",44209,"Kêriadenn","Tour Nevez",,,
,"Treillières","Trelier",44209,"Kumun","Trelier",,,
,"Bert","Trinieg",44210,"Kêriadenn","Berr",,,
,"Trignac","Trinieg",44210,"Kumun","Trinieg",,,
"Les","Grand's Pierres","An Turball",44211,"Kêriadenn","Ar Mein meur",,,
,"Fourbihan","An Turball",44211,"Kêriadenn","Forn Vihan",,,
"Centre Hélio-Marin","Pen Bron","An Turball",44211,"Diseurt","Kreizenn heolvorel Penn Bronn",,,
,"Trescalan","An Turball",44211,"Kêriadenn","Treskalann",,,
"La","Turballe","An Turball",44211,"Kumun","An Turball",,,
,"Bonne Fontaine","Gwaled",44212,"Kêriadenn","Bonne Fontaine",,,
"La","Chalousière","Gwaled",44212,"Kêriadenn","La Chalousière",,,
"Les","Corbeillières","Gwaled",44212,"Kêriadenn","Les Corbeillières",,,
"La","Gobinière","Gwaled",44212,"Kêriadenn","La Gobinière",,,
"Château la","Noë de Bel-Air","Gwaled",44212,"Diseurt","Kastell La Noë de Bel-Air",,,
,"Vallet","Gwaled",44212,"Kumun","Gwaled",,,
"Hôpital la","Pommeraie","Gwaled",44212,"Diseurt","Ospital an Avalod",,,
"Le","Pressoir-Bourguignon","Gwaled",44212,"Kêriadenn","Le Pressoir-Bourguignon",,,
"Les","Raillères","Gwaled",44212,"Kêriadenn","Les Raillères",,,
"La","Meilleraie","Gwared",44213,"Kêriadenn","Melereg",,,
,"Varades","Gwared",44213,"Kumun","Gwared",,,
"Péage","Varades-la Bedoire","Gwared",44213,"Diseurt","Treizhaj Varades la Bedoire",,,
"Péage","Varades-le Genetais","Gwared",44213,"Diseurt","Treizhaj Varades le Genetais",,,
"Rue du","Maréchal Foch","Gwared",44213,"Hent","Straed Marichal Foch",,,
,"Vay","Gwez",44214,"Kumun","Gwez",,,
"La","Barbinière","Gwerzhav",44215,"Kêriadenn","La Barbinière",,,
,"Beautour","Gwerzhav",44215,"Kêriadenn","Beautour",,,
"Le","Chêne","Gwerzhav",44215,"Kêriadenn","An Nervenn",,,
"La","Billardière","Gwerzhav",44215,"Kêriadenn","La Billardière",,,
"Site des","Cavernes","Gwerzhav",44215,"Diseurt","Lec'hienn ar C'hevioù",,,
"Les","Landes","Gwerzhav",44215,"Kêriadenn","Al Lannoù",,,
"Les","Pégers","Gwerzhav",44215,"Kêriadenn","Les Pégers",,,
,"Portillon","Gwerzhav",44215,"Kêriadenn","Portillon",,,
"Forêt de","Touffou","Gwerzhav",44215,"Koad","Koad Toufoù",,,
,"Tournebride","Gwerzhav",44215,"Kêriadenn","Tournebride",,,
,"Vertou","Gwerzhav",44215,"Kumun","Gwerzhav",,,
"L'","Audonnière","Henwinieg",44216,"Kêriadenn","L'Audonnière",,,
"Le","Grand Chêne","Henwinieg",44216,"Kêriadenn","Le Grand Chêne",,,
"L'","Hommetière","Henwinieg",44216,"Kêriadenn","L'Hommetière",,,
,"Malabri","Henwinieg",44216,"Kêriadenn","Malabri",,,
"Le","Pâtis","Henwinieg",44216,"Kêriadenn","Le Pâtis",,,
,"Plessis","Henwinieg",44216,"Kêriadenn","Plessis",,,
,"Vieillevigne","Henwinieg",44216,"Kumun","Henwinieg",,,
"Hôpital le","Bois Rignoux","Gwinieg-Breizh",44217,"Monumant","Ospital Koad Rignoux",,,
"La","Boissière","Gwinieg-Breizh",44217,"Kêriadenn","Ar Veuzid",,,
"La","Boucarderie","Gwinieg-Breizh",44217,"Kêriadenn","La Boucarderie",,,
"La","Gaudinière","Gwinieg-Breizh",44217,"Kêriadenn","La Gaudinière",,,
"La","Paquelais","Gwinieg-Breizh",44217,"Kêriadenn","La Paquelais",,,
"La","Primaudière","Gwinieg-Breizh",44217,"Kêriadenn","La Primaudière",,,
,"Vigneux-de-Bretagne","Gwinieg-Breizh",44217,"Kumun","Gwinieg-Breizh",,,
,"Villepot","Kerbod",44218,"Kumun","Kerbod",,,
"La","Grée","Gwerid",44219,"Kêriadenn","La Grée",,,
"Les","Mortiers","Gwerid",44219,"Kêriadenn","Les Mortiers",,,
,"Préfouré","Gwerid",44219,"Kêriadenn","Préfouré",,,
"La","Renaissance","Gwerid",44219,"Kêriadenn","La Renaissance",,,
,"Vritz","Gwerid",44219,"Kumun","Gwerid",,,
,"Vue","Gwagenez",44220,"Kumun","Gwagenez",,,
"La","Chevallerais","Kergaval",44221,"Kumun","Kergaval",,,
"La","Hervotière","Kergaval",44221,"Kêriadenn","La Hervotière",,,
"La","Roche-Blanche","Ar Roc'h-Wenn",44222,"Kumun","Ar Roc'h-Wenn",,,
,"Saint-Michel-du-Bois","Ar Roc'h-Wenn",44222,"Kêriadenn","Sant-Mikael ar C'hoad",,,
"Les","Buzinières","Banaleg-ar-Gevred",44223,"Kêriadenn","Les Buzinières",,,
,"Geneston","Banaleg-ar-Gevred",44223,"Kumun","Banaleg-ar-Gevred",,,
"La","Bretonnière","Kerrigon",44224,"Kêriadenn","La Bretonnière",,,
"La","Grigonnais","Kerrigon",44224,"Kumun","Kerrigon",,,
,"Pirudel","Kerrigon",44224,"Kêriadenn","Pirudel",,,
,"Allaire","Alaer",56001,"Kumun","Alaer",,,
,"Bocquereux","Alaer",56001,"Kêriadenn","Bokarreg",,,
,"Saint-Eutrope","Alaer",56001,"Kêriadenn","Sant-Itrop",,,
"Chapelle","Saint Eutrope","Alaer",56001,"Monumant","Chapel Sant Itrop",,,
"Moulin de","Brancheleux","Alaer",56001,"Monumant","Milin Brancheleu",,,
,"Brancheleux","Alaer",56001,"Kêriadenn","Brancheleu",,,
,"Deil","Alaer",56001,"Kêriadenn","Deil",,,
"Manoir de","Deil","Alaer",56001,"Monumant","Maner Deil",,,
,"Laupo","Alaer",56001,"Kêriadenn","Lopoù",,,
"La","Pouesnaie","Alaer",56001,"Kêriadenn","La Pouesnaie",,,
"Côte de la","Pouesnaie","Alaer",56001,"Monumant","Grav La Pouesnaie",,,
"Château de","Quip","Alaer",56001,"Monumant","Kastell ar Gib",,,
"Moulin de","Quip","Alaer",56001,"Monumant","Milin ar Gib",,,
"Le","Vau de Quip","Alaer",56001,"Kêriadenn","Tenaou ar Gib",,,
,"Bétahon","Ambon",56002,"Kêriadenn","Betahon",,,
,"Billion","Ambon",56002,"Kêriadenn","Bilion",,,
,"Ambon","Ambon",56002,"Kumun","Ambon",,,
,"Cromenac'h","Ambon",56002,"Kêriadenn","Kromenac'h",,,
,"Brouel","Ambon",56002,"Kêriadenn","Brouel",,,
"Lotissement","Orée du Bourg","Ambon",56002,"Monumant","Bevenn ar Vourc'h",,,
"Le","Prinhuël","Ambon",56002,"Hent","Prinuel",,,
"Z.A.C du","Ponant","Ambon",56002,"Takad","T. K. ar C'huzh-heol",,,
"Relais de l'","Océan","Ambon",56002,"Diseurt","Ehan ar Mor Bras",,,
,"Sainte-Julitte","Ambon",56002,"Kêriadenn","Santez Julid",,,
,"Trébiguet","Ambon",56002,"Kêriadenn","Trebiged",,,
"Chapelle","Sainte-Julitte","Ambon",56002,"Monumant","Chapel Santez Julid",,,
,"Arradon","Aradon",56003,"Kumun","Aradon",,,
,"Pointe d'Arradon","Aradon",56003,"Beg","Beg Aradon",,,
"Ile Grand","Logoden","Aradon",56003,"Enez","Logodenn Vras",,,
,"Loqueltas","Aradon",56003,"Kêriadenn","Lokeltaz",,,
"Ile d'","Irus","Aradon",56003,"Enez","An Iruz",,,
,"Kerguen","Aradon",56003,"Kêriadenn","Kergwenn",,,
"Le","Moustoir","Aradon",56003,"Kêriadenn","Ar Vouster",,,
