"stagadenn","lec_hanv","kumun","insee","rummad","dibab",,,
"Rue de la","Maison Blanche","Naoned",44109,"Hent","Straed an Ti Gwenn",,,
,"Pont de secours","Naoned",44109,"Monumant","Pont rekour",,,
"Tour de la","Couronne d'Or","Naoned",44109,"Monumant","Tour ar Gurunenn Aour",,,
"Place du","Change","Naoned",44109,"Hent","Plasenn an Eskemm",,,
"Place du","Pilori","Naoned",44109,"Hent","Plasenn ar Pilori",,,
"Place du","Port Communeau","Naoned",44109,"Hent","Plasenn Porzh Kumun",,,
"Rue","Fénelon","Naoned",44109,"Hent","Straed Fénelon",,,
"Rue de","Sainte-Claire","Naoned",44109,"Hent","Straed Santez-Klara",,,
"Rue de","Briord","Naoned",44109,"Hent","Straed Briord",,,
"Rue","Mathelin Rodier","Naoned",44109,"Hent","Straed Mathelin Rodier",,,
"Rue","Saint-Vincent","Naoned",44109,"Hent","Straed Sant-Visant",,,
"Place","Saint-Vincent","Naoned",44109,"Hent","Plasenn Sant-Visant",,,
"La","Chambre aux Lyons","Naoned",44109,"Monumant","Kambr al Leoned",,,
"Tour du","Fer à  Cheval","Naoned",44109,"Monumant","Tour an Houarn-marc'h",,,
"Salle du","Trésor des Chartes","Naoned",44109,"Monumant","Sal Teñzor an Dielloù",,,
"L'","Hôtel de Châteaubriant","Naoned",44109,"Monumant","Ostel Kastell-Briant",,,
"Le","Grand Gouvernement","Naoned",44109,"Monumant","Ar Gouarnamant Bras",,,
"Rue des","Etats","Naoned",44109,"Hent","Straed ar Stadoù",,,
"Chapelle des","Carmes","Naoned",44109,"Monumant","Chapel Garmez",,,
"Rue","Michel Columb","Naoned",44109,"Hent","Straed Michel Columb",,,
"Rue","Paul Bellamy","Naoned",44109,"Hent","Straed Paul Bellamy",,,
"Place de","Bretagne","Naoned",44109,"Hent","Plasenn Breizh",,,
"Rue","Maréchal Joffre","Naoned",44109,"Hent","Straed ar Marichal Joffre",,,
"Rue du","Bouffay","Naoned",44109,"Hent","Straed Bouffay",,,
"Passage","Bouchaud","Naoned",44109,"Hent","Tremen Bouchaud",,,
"Rue de la","Paix","Naoned",44109,"Hent","Straed ar Peoc'h",,,
"Rue de la","Marne","Naoned",44109,"Hent","Straed ar Marn",,,
"Rue du","Château","Naoned",44109,"Hent","Straed ar C'hastell",,,
"Rue de l'","Union","Naoned",44109,"Hent","Straed an Unaniezh",,,
"Rue","Lambert","Naoned",44109,"Hent","Straed Lambert",,,
"Impasse","Joseph Peignon","Naoned",44109,"Hent","Hent-dall Joseph Peignon",,,
"Rue","Paul Dubois","Naoned",44109,"Hent","Straed Paul Dubois",,,
"Impasse","Saint-Laurent","Naoned",44109,"Hent","Hent-dall Sant-Laorañs",,,
"Place","Saint-Pierre","Naoned",44109,"Hent","Plasenn Sant-Pêr",,,
"Boulevard","Jules Verne","Naoned",44109,"Hent","Boulouard Jules Verne",,,
"Rue de","Kéren","Naoned",44109,"Hent","Straed Keren",,,
"Rue d'","El Alamein","Naoned",44109,"Hent","Straed El Alamein",,,
"Rue de","Pontecorvo","Naoned",44109,"Hent","Straed Pontecorvo",,,
"Boulevard","Professeur René Auvigne","Naoned",44109,"Hent","Boulouard ar C'helenner René Auvigne",,,
"Boulevard","Babin-Chevaye","Naoned",44109,"Hent","Boulouard Babin-Chevaye",,,
"Rue","Conan Mériadec","Naoned",44109,"Hent","Straed Konan Meriadeg",,,
"Quai","Hoche","Naoned",44109,"Hent","Kae Hoche",,,
"Rue de","Hercé","Naoned",44109,"Hent","Straed Hercé",,,
"Rue de","la Tour d'Auvergne","Naoned",44109,"Hent","Straed an Tour d'Auvergne",,,
"Boulevard","Emile Gabory","Naoned",44109,"Hent","Boulouard Emile Gabory",,,
"Rue Neuve des","Capucins","Naoned",44109,"Hent","Straed Nevez ar Gabusined",,,
"Rue de l'","Héronnière","Naoned",44109,"Hent","Straed ar Gerc'heizeg",,,
"Rue de","Strasbourg","Naoned",44109,"Hent","Straed Strasbourg",,,
"Place","Graslin","Naoned",44109,"Hent","Plasenn Graslin",,,
"Boulevard","Léon Bureau","Naoned",44109,"Hent","Boulouard Léon Bureau",,,
"Rue","Beauregard","Naoned",44109,"Hent","Straed Beauregard",,,
"Rue","Prémion","Naoned",44109,"Hent","Straed Prémion",,,
"Rue de","Baccarat","Naoned",44109,"Hent","Straed Baccarat",,,
"Rue de la","Bâclerie","Naoned",44109,"Hent","Straed ar Vakleri",,,
"Avenue de la","Belle Dame","Naoned",44109,"Hent","Bali an Itron Gaer",,,
"Rue","Bonne Garde","Naoned",44109,"Hent","Straed Gward Mat",,,
"Rue du","Perray","Naoned",44109,"Hent","Straed ar Vaeneg",,,
"Rue","Saint Hermeland","Naoned",44109,"Hent","Straed Sant Ervlan",,,
"Rue de l'","Emery","Naoned",44109,"Hent","Straed an Emeri",,,
"Rue des","Echevins","Naoned",44109,"Hent","Straed ar Chuined",,,
"Rue de la","Juiverie","Naoned",44109,"Hent","Straed ar Yuzeveri",,,
"Rue des","Petites Écuries","Naoned",44109,"Hent","Straed ar Marchosioù Bihan",,,
"Rue","Sainte-Croix","Naoned",44109,"Hent","Straed ar Groaz Santel",,,
"Rue","Belle Image","Naoned",44109,"Hent","Straed Imajenn Gaer",,,
"Rue des","Chapeliers","Naoned",44109,"Hent","Straed an Dogerien",,,
"Rue du","Petit Bacchus","Naoned",44109,"Hent","Straed ar Bakus Bihan",,,
"Rue de l'","Ancienne Monnaie","Naoned",44109,"Hent","Straed Ti kozh ar Moneiz",,,
"Place","Sainte-Croix","Naoned",44109,"Hent","Plasenn ar Groaz Santel",,,
"Allée de la","Tremperie","Naoned",44109,"Hent","Alez an Drempiri",,,
"Allée du","Port Maillard","Naoned",44109,"Hent","Alez Porzh Mailhard",,,
"Rue de","Koufra","Naoned",44109,"Hent","Straed Koufra",,,
"Rue de la","Bertinière","Naoned",44109,"Hent","Straed La Bertinière",,,
"Rue des","Marsauderies","Naoned",44109,"Hent","Straed Les Marsauderies",,,
"Rue du","Fezzan","Naoned",44109,"Hent","Straed Fezzan",,,
"Rue de","Takrouna","Naoned",44109,"Hent","Straed Takrouna",,,
"Rue de la","Contrie","Naoned",44109,"Hent","Straed La Contrie",,,
"Chemin du","Champ Lucet","Naoned",44109,"Hent","Hentig Maez Lucet",,,
"Rue du","Corps de Garde","Naoned",44109,"Hent","Straed an Ti-gward",,,
"Rue de","Biarritz","Naoned",44109,"Hent","Straed Biarritz",,,
"Rue du","Landreau","Naoned",44109,"Hent","Straed Le Landreau",,,
"Rue de la","Colinière","Naoned",44109,"Hent","Straed La Colinière",,,
"Rue des","Grenouilles","Naoned",44109,"Hent","Straed ar Raned",,,
"Place du","Commerce","Naoned",44109,"Hent","Plasenn ar C'henwerzh",,,
"Cours des","Cinquante Otages","Naoned",44109,"Hent","Bali an Hanter-kant Gouestlad",,,
"Boulevard de la","Prairie au Duc","Naoned",44109,"Hent","Boulouard Pradenn an Dug",,,
"Rue","Kervégan","Naoned",44109,"Hent","Straed Kervegan",,,
"Place de la","Duchesse Anne","Naoned",44109,"Hent","Plasenn an Dugez Anna",,,
"Allée","Cassard","Naoned",44109,"Hent","Alez Cassard",,,
"Cours","Franklin Roosevelt","Naoned",44109,"Hent","Bali Franklin Roosevelt",,,
"Cours","John Kennedy","Naoned",44109,"Hent","Bali John Kennedy",,,
"Impasse","Maillard","Naoned",44109,"Hent","Hent-dall Mailhard",,,
"Passage","Céline Simon","Naoned",44109,"Hent","Tremen Céline Simon",,,
"Place","Albert Athimon","Naoned",44109,"Hent","Plasenn Albert Athimon",,,
"Place du","Cirque","Naoned",44109,"Hent","Plasenn ar Sirk",,,
"Place du","Pont Morand","Naoned",44109,"Hent","Plasenn Pont Morand",,,
"Place","Dulcie September","Naoned",44109,"Hent","Plasenn Dulcie September",,,
"Place","Saint-Jean","Naoned",44109,"Hent","Plasenn Sant-Yann",,,
"Place","Saint-Vincent","Naoned",44109,"Hent","Plasenn Sant-Visant",,,
"Place","Tirant Lo Blanc","Naoned",44109,"Hent","Plasenn Tirant Lo Blanc",,,
"Rue","Fléchier","Naoned",44109,"Hent","Straed Fléchier",,,
"Rue","Sully","Naoned",44109,"Hent","Straed Sully",,,
"Allée d'","Erdre","Naoned",44109,"Hent","Alez an Erzh",,,
"Allée","Duquesne","Naoned",44109,"Hent","Alez Duquesne",,,
"Allée","Flesselles","Naoned",44109,"Hent","Alez Flesselles",,,
"Allée","Jean Bart","Naoned",44109,"Hent","Alez Jean Bart",,,
"Allée","Penthièvre","Naoned",44109,"Hent","Alez Pentevr",,,
"Cours","Saint-André","Naoned",44109,"Hent","Bali Sant-Andrev",,,
"Cours","Saint-Pierre","Naoned",44109,"Hent","Bali Sant-Pêr",,,
"Haute impasse","Maillard","Naoned",44109,"Hent","Hent-dall Mailhard d'an Nec'h",,,
"Impasse de la","Psalette","Naoned",44109,"Hent","Hent-dall ar Salmerezh",,,
"Place de l'","Écluse","Naoned",44109,"Hent","Plasenn ar Skluz",,,
"Place de l'","Hôtel de Ville","Naoned",44109,"Hent","Plasenn an Ti-kêr",,,
"Place des","Jacobins","Naoned",44109,"Hent","Plasenn ar Jakobined",,,
"Place des","Petits Murs","Naoned",44109,"Hent","Plasenn ar Murioù Bihan",,,
"Place","Dumoustier","Naoned",44109,"Hent","Plasenn Dumoustier",,,
"Place","Marc Elder","Naoned",44109,"Hent","Plasenn Marc Elder",,,
"Place","Maréchal Foch","Naoned",44109,"Hent","Plasenn Marichal Foch",,,
"Place","Roger Salengro","Naoned",44109,"Hent","Plasenn Roger Salengro",,,
"Quai","Ceineray","Naoned",44109,"Hent","Kae Ceineray",,,
"Rue","Armand Brossard","Naoned",44109,"Hent","Straed Armand Brossard",,,
"Rue","Beau Soleil","Naoned",44109,"Hent","Straed an Heol Kaer",,,
"Rue","Bossuet","Naoned",44109,"Hent","Straed Bossuet",,,
"Rue","Chauvin","Naoned",44109,"Hent","Straed Chauvin",,,
"Rue","d'Aguesseau","Naoned",44109,"Hent","Straed Aguesseau",,,
"Rue","d'Argentré","Naoned",44109,"Hent","Straed Argantred",,,
"Rue de la","Barillerie","Naoned",44109,"Hent","Straed an Donelliri",,,
"Rue de la","Bléterie","Naoned",44109,"Hent","Straed Marc'had an ed",,,
"Rue de la","Commune","Naoned",44109,"Hent","Straed ar Gumun",,,
"Rue de l'","Évêché","Naoned",44109,"Hent","Straed an Eskopti",,,
"Rue de l'","Hôtel de Ville","Naoned",44109,"Hent","Straed an Ti-kêr",,,
"Rue de","Verdun","Naoned",44109,"Hent","Straed Verdun",,,
"Rue d'","Enfer","Naoned",44109,"Hent","Straed an Ifern",,,
"Rue des","Bons Français","Naoned",44109,"Hent","Straed ar Frañsizien Vat",,,
"Rue des","Carmélites","Naoned",44109,"Hent","Straed ar C'harmezezed",,,
"Rue des","Carmes","Naoned",44109,"Hent","Straed Karmez",,,
"Rue des","Cordeliers","Naoned",44109,"Hent","Straed ar Gordennerien",,,
"Rue des","Halles","Naoned",44109,"Hent","Straed ar C'hoc'hu",,,
"Rue des","Pénitentes","Naoned",44109,"Hent","Straed ar Penedourezed",,,
"Rue des","Trois Croissants","Naoned",44109,"Hent","Straed an Teir C'hreskenn",,,
"Rue du","Cheval Blanc","Naoned",44109,"Hent","Straed ar Marc'h Gwenn",,,
"Rue du","Marais","Naoned",44109,"Hent","Straed ar Wern",,,
"Rue du","Moulin","Naoned",44109,"Hent","Straed ar Vilin",,,
"Rue du","Refuge","Naoned",44109,"Hent","Straed ar Vinic'hi",,,
"Rue du","Roi Albert","Naoned",44109,"Hent","Straed ar Roue Alberzh",,,
"Rue du","Vieil Hôpital","Naoned",44109,"Hent","Straed an Ospital Kozh",,,
"Rue","Fanny Peccot","Naoned",44109,"Hent","Straed Fanny Peccot",,,
"Rue","Garde Dieu","Naoned",44109,"Hent","Straed Gward Doue",,,
"Rue","Général Leclerc de Hauteclocque","Naoned",44109,"Hent","Straed Jeneral Leclerc de Hauteclocque",,,
"Rue Haute","Casserie","Naoned",44109,"Hent","Straed ar Vinterezh d'an Nec'h",,,
"Rue","Henri IV","Naoned",44109,"Hent","Straed Herri IV",,,
"Rue","Léon Blum","Naoned",44109,"Hent","Straed Léon Blum",,,
"Rue","Maurice Duval","Naoned",44109,"Hent","Straed Maurice Duval",,,
"Rue","Notre-Dame","Naoned",44109,"Hent","Straed an Itron-Varia",,,
"Rue","Ogée","Naoned",44109,"Hent","Straed Ogée",,,
"Rue","Portail","Naoned",44109,"Hent","Straed Portail",,,
"Rue","Saint-Denis","Naoned",44109,"Hent","Straed Sant-Denez",,,
"Rue","Saint-Jean","Naoned",44109,"Hent","Straed Sant-Yann",,,
"Rue","Saint-Léonard","Naoned",44109,"Hent","Straed Sant-Leonard",,,
"Rue","Saint-Pierre","Naoned",44109,"Hent","Straed Sant-Pêr",,,
"Rue","Siméon Foucault","Naoned",44109,"Hent","Straed Siméon Foucault",,,
"Rue","Tournefort","Naoned",44109,"Hent","Straed Tournefort",,,
"Rue","Travers","Naoned",44109,"Hent","Straed Travers",,,
"Allée des","Tanneurs","Naoned",44109,"Hent","Alez ar Givijerien",,,
"Allée d'","Orléans","Naoned",44109,"Hent","Alez Orleañs",,,
"Rue","Menou","Naoned",44109,"Hent","Straed Menou",,,
"Chapelle de l'","Oratoire","Naoned",44109,"Monumant","Chapel an Oratour",,,
"La","Belerie","Enorzh",44110,"Kêriadenn","La Belerie",,,
"L'","Ile","Enorzh",44110,"Kêriadenn","An Enez",,,
,"Languin","Enorzh",44110,"Kêriadenn","Langin",,,
"La","Marchanderie","Enorzh",44110,"Kêriadenn","La Marchanderie",,,
,"Nort-sur-Erdre","Enorzh",44110,"Kumun","Enorzh",,,
"La","Poupinière","Enorzh",44110,"Kêriadenn","La Poupinière",,,
"La","Provostière","Enorzh",44110,"Kêriadenn","La Provostière",,,
"Les","Ardillières","Kernitron-al-Lann",44111,"Kêriadenn","Les Ardillières",,,
,"Notre-Dame-des-Landes","Kernitron-al-Lann",44111,"Kumun","Kernitron-al-Lann",,,
"La","Piclotais","Kernitron-al-Lann",44111,"Kêriadenn","La Piclotais",,,
"Les","Bardelles","Noal-ar-Bruz",44112,"Kêriadenn","Ar Bardelloù",,,
,"Noyal-sur-Brutz","Noal-ar-Bruz",44112,"Kumun","Noal-ar-Bruz",,,
,"Villeneuve","Noal-ar-Bruz",44112,"Kêriadenn","Kernevez",,,
"La","Merinais","Nozieg",44113,"Kêriadenn","La Merinais",,,
,"Nozay","Nozieg",44113,"Kumun","Nozieg",,,
"Le","Nozay","Nozieg",44113,"Kêriadenn","An Nozieg",,,
"Les","Anges","Orvez",44114,"Kêriadenn","An Aelez",,,
,"Nantes Ouest","Orvez",44114,"Kêriadenn","Naoned Kornôg",,,
,"Orvault","Orvez",44114,"Kumun","Orvez",,,
,"Blanche Lande","Oudon",44115,"Kêriadenn","Blanche Lande",,,
,"Oudon","Oudon",44115,"Kumun","Oudon",,,
"Le","Plessis","Oudon",44115,"Kêriadenn","Le Plessis",,,
,"Paimboeuf","Pembo",44116,"Kumun","Pembo",,,
"Le","Pallet","Ar Palez",44117,"Kumun","Ar Palez",,,
,"Saint-Michel","Ar Palez",44117,"Kêriadenn","Sant Mikael",,,
"La","Bourdinière","Panezeg",44118,"Kêriadenn","La Bourdinière",,,
"La","Meslière","Panezeg",44118,"Kêriadenn","La Meslière",,,
,"Pannecé","Panezeg",44118,"Kumun","Panezeg",,,
"Les","Cinq Routes","Palud",44119,"Kêriadenn","Ar Pemp Hent",,,
,"Paulx","Palud",44119,"Kumun","Palud",,,
"Le","Grand Chemin","Pentelloù",44120,"Kêriadenn","An Hent Bras",,,
,"Belle Ile","Pentelloù",44120,"Enez","Enez Wezel",,,
"La","Martinière","Pentelloù",44120,"Kêriadenn","Marzhinieg",,,
"Le","Pé de Buzay","Pentelloù",44120,"Kêriadenn","Pe Buzei",,,
"Le","Pellerin","Pentelloù",44120,"Kumun","Pentelloù",,,
,"Petit-Auverné","Arwerneg-Vihan",44121,"Kumun","Arwerneg-Vihan",,,
,"Petit-Mars","Kervarc'h",44122,"Kumun","Kervarc'h",,,
"La","Rivière","Kervarc'h",44122,"Kêriadenn","Ar Stêr",,,
"La","Bertinerie","Pierig",44123,"Kêriadenn","La Bertinerie",,,
,"Pierric","Pierig",44123,"Kumun","Pierig",,,
,"Triguel","Pierig",44123,"Kêriadenn","Trigell",,,
"La","Mariolle","Ar Bineg",44124,"Kêriadenn","La Mariolle",,,
"Le","Pin","Ar Bineg",44124,"Kumun","Ar Bineg",,,
"Etang du","Pin","Ar Bineg",44124,"Dour","Stank Koad Pin",,,
,"Rochementru","Ar Bineg",44124,"Kêriadenn","Rochementru",,,
"Rue de","Kéroman","Penc'herieg",44125,"Hent","Straed Kerroman",,,
"Pointe du","Castelli","Penc'herieg",44125,"Beg","Beg ar C'hastellig",,,
"Ile","Dumet","Penc'herieg",44125,"Enez","Enez Dumed",,,
,"Kerdrien","Penc'herieg",44125,"Kêriadenn","Kerdrien",,,
,"Lérat","Penc'herieg",44125,"Kêriadenn","Lesrad",,,
,"Piriac-sur-Mer","Penc'herieg",44125,"Kumun","Penc'herieg",,,
,"Saint-Sébastien","Penc'herieg",44125,"Kêriadenn","Sant-Sebastian",,,
,"Pen ar Ran","Penc'herieg",44125,"Kêriadenn","Penharan",,,
"Le","Cormier","Plaen-Raez",44126,"Kêriadenn","An Hiliberenn",,,
"La","Plaine-sur-Mer","Plaen-Raez",44126,"Kumun","Plaen-Raez",,,
,"Port-Giraud","Plaen-Raez",44126,"Kêriadenn","Porzh Geraod",,,
"La","Tara","Plaen-Raez",44126,"Kêriadenn","An Tara",,,
"L'","Egrenière","Ar Plank",44127,"Kêriadenn","L'Egrenière",,,
"La","Planche","Ar Plank",44127,"Kumun","Ar Plank",,,
"L'","Angle","Plesei",44128,"Kêriadenn","An Ankl",,,
,"Bel-Abord","Plesei",44128,"Kêriadenn","Bel-Abord",,,
,"Carheil","Plesei",44128,"Kêriadenn","Karheil",,,
,"Bourun","Plesei",44128,"Kêriadenn","Bourun",,,
"Le","Coudray","Plesei",44128,"Kêriadenn","Ar Gilvid",,,
"Le","Dresny","Plesei",44128,"Kêriadenn","An Dresnae",,,
"La","Piardière","Plesei",44128,"Kêriadenn","La Piardière",,,
,"Plessé","Plesei",44128,"Kumun","Plesei",,,
"Le","Plessis","Plesei",44128,"Kêriadenn","Ar Genkiz",,,
"Bois de","Redurin","Plesei",44128,"Koad","Koad Redurun",,,
,"Rozay","Plesei",44128,"Kêriadenn","Rozei",,,
"Le","Saint","Plesei",44128,"Kêriadenn","Ar Sant",,,
,"Trégouet","Plesei",44128,"Kêriadenn","Tregoed",,,
,"Trélan","Plesei",44128,"Kêriadenn","Trelann",,,
,"Lancé","Plesei",44128,"Kêriadenn","Lansei",,,
"Bourg du","Dresny","Plesei",44128,"Kêriadenn","Bourk an Dresnae",,,
"Etang de","Buhel","Plesei",44128,"Dour","Stank Buhel",,,
,"Callac","Pontkastell-Keren",44129,"Kêriadenn","Kallag",,,
"Hôpital","Bodiau","Pontkastell-Keren",44129,"Monumant","Ospital Bodiav",,,
"La","Madeleine","Pontkastell-Keren",44129,"Kêriadenn","Ar Vadalen",,,
"La","Haie d'Apée","Pontkastell-Keren",44129,"Kêriadenn","La Haie d'Apée",,,
,"Pontchâteau","Pontkastell-Keren",44129,"Kumun","Pontkastell-Keren",,,
,"Rendreux","Pontkastell-Keren",44129,"Kêriadenn","Rendreug",,,
,"Saint-Roch","Pontkastell-Keren",44129,"Kêriadenn","Sant-Rok",,,
"L'","Urin","Pontkastell-Keren",44129,"Kêriadenn","L'Urin",,,
,"Coet-Roz","Pontkastell-Keren",44129,"Kêriadenn","Koedroz",,,
,"Coet-Rozic","Pontkastell-Keren",44129,"Kêriadenn","Koedrozig",,,
,"Bauche","Pont-Marzhin",44130,"Kêriadenn","Bauche",,,
"Le","Champ Siôme","Pont-Marzhin",44130,"Kêriadenn","Park Siôme",,,
,"Pont-Saint-Martin","Pont-Marzhin",44130,"Kumun","Pont-Marzhin",,,
,"Viais","Pont-Marzhin",44130,"Kêriadenn","Viais",,,
"La","Baconnière","Pornizh",44131,"Kêriadenn","La Baconnière",,,
"La","Bâte","Pornizh",44131,"Kêriadenn","Ar Chaoser",,,
,"Gourmalon","Pornizh",44131,"Kêriadenn","Gourmaelon",,,
"La","Briochère","Pornizh",44131,"Kêriadenn","La Briochère",,,
"Le","Clion-sur-Mer","Pornizh",44131,"Kêriadenn","Klion",,,
"La","Fontaine Breton","Pornizh",44131,"Kêriadenn","Feunteun ar Vretoned",,,
"Etang du","Gros Caillou","Pornizh",44131,"Dour","Karreg al Lenn",,,
"Côte de","Jade","Pornizh",44131,"Diseurt","Aod ar Vein Jed",,,
"Le","Pont","Pornizh",44131,"Kêriadenn","Ar Pont",,,
,"Pornic","Pornizh",44131,"Kumun","Pornizh",,,
,"Sainte-Marie","Pornizh",44131,"Kêriadenn","Lokmaria Pornizh",,,
"Étang du","Val Saint Martin","Pornizh",44131,"Diseurt","Stank Traoñ Marzhin",,,
,"Monval","Pornizh",44131,"Kêriadenn","Monval",,,
"Le Pont du","Clion","Pornizh",44131,"Monumant","Pont Klion",,,
"Rochers de","Baguenaud","Pornizhan",44132,"Karreg","Reier Beg an Aod",,,
,"Bonne Source","Pornizhan",44132,"Kêriadenn","An Eien Mat",,,
"Rochers des","Evens","Pornizhan",44132,"Karreg","Roc'h Enez Wenn",,,
,"Pornichet","Pornizhan",44132,"Kumun","Pornizhan",,,
"Les","Quatre Vents","Pornizhan",44132,"Kêriadenn","Ar Pevar Avel",,,
,"Sainte-Marguerite","Pornizhan",44132,"Kêriadenn","Santez-Varc'harid",,,
,"Saint-Sébastien","Pornizhan",44132,"Kêriadenn","Sant-Sebastian",,,
"Château","Briord","Porzh-Pêr",44133,"Monumant","Kastell Briord",,,
"Château","Grandville","Porzh-Pêr",44133,"Monumant","Kastell Grandville",,,
"La","Piorgère","Porzh-Pêr",44133,"Kêriadenn","La Piorgère",,,
,"Port-Saint-Père","Porzh-Pêr",44133,"Kumun","Porzh-Pêr",,,
,"Pouillé-les-Côteaux","Paolieg-ar-Rozioù",44134,"Kumun","Paolieg-ar-Rozioù",,,
"La","Regéserie","Paolieg-ar-Rozioù",44134,"Kêriadenn","La Regéserie",,,
"Rochers de la","Banche","Ar Poulgwenn",44135,"Karreg","Ar Bank",,,
"Pointe de","Penchâteau","Ar Poulgwenn",44135,"Beg","Beg Penc'hastell",,,
"Le","Pouliguen","Ar Poulgwenn",44135,"Kumun","Ar Poulgwenn",,,
,"Préfailles","Pradvael",44136,"Kumun","Pradvael",,,
"Pointe de","Saint-Gildas","Pradvael",44136,"Beg","Beg Gweltaz",,,
"Le","Grand Chemin","Prevenkel",44137,"Kêriadenn","An Hent Bras",,,
,"Prinquiau","Prevenkel",44137,"Kumun","Prevenkel",,,
"La","Tremblais","Prevenkel",44137,"Kêriadenn","Ar Greneg",,,
,"Puceul","Puñsel",44138,"Kumun","Puñsel",,,
"Les","Quatre Chemins","Killig",44139,"Kêriadenn","Ar Pevar Hent",,,
,"Quilly","Killig",44139,"Kumun","Killig",,,
"La","Regrippière","Skouvlant",44140,"Kumun","Skouvlant",,,
"La","Remaudière","Kerravaot",44141,"Kumun","Kerravaot",,,
,"Sainte-Catherine","Kerravaot",44141,"Kêriadenn","Santez-Katell",,,
"Moulin de","Sainte-Catherine","Kerravaot",44141,"Monumant","Milin Santez-Katell",,,
"La","Guéraudière","Ruvelieg",44142,"Kêriadenn","La Guéraudière",,,
,"Remouillé","Ruvelieg",44142,"Kumun","Ruvelieg",,,
,"Rezé","Reudied",44143,"Kumun","Reudied",,,
,"Trentemoult","Reudied",44143,"Kêriadenn","Trentemoult",,,
"Avenue de la","Commune de 1871","Reudied",44143,"Hent","Bali Kumun 1871",,,
"La","Brunaie","Rialeg",44144,"Kêriadenn","La Brunaie",,,
"Forêt d'","Ancenis","Rialeg",44144,"Koad","Koad Ankiniz",,,
"Le","Bourg-Chevreuil","Rialeg",44144,"Kêriadenn","Le Bourg-Chevreuil",,,
,"Saint-Louis","Rialeg",44144,"Kêriadenn","Sant-Loeiz",,,
"La","Poitevinière","Rialeg",44144,"Kêriadenn","La Poitevinière",,,
"Etang de la","Poitevinière","Rialeg",44144,"Dour","Stank la Poitevinière",,,
"La","Provostière","Rialeg",44144,"Kêriadenn","La Provostière",,,
"Etang de la","Provostière","Rialeg",44144,"Dour","Stank la Provostière",,,
,"Riaillé","Rialeg",44144,"Kumun","Rialeg",,,
"Abbaye de","Buzay","Rodent",44145,"Monumant","Abati Buzae",,,
"L'","Aunaie","Rodent",44145,"Kêriadenn","Ar Wern",,,
"L'","Hommeau","Rodent",44145,"Kêriadenn","L'Hommeau",,,
,"Messan","Rodent",44145,"Kêriadenn","Messan",,,
"Les","Quatre Peux","Rodent",44145,"Kêriadenn","Les Quatre Peux",,,
,"Rouans","Rodent",44145,"Kumun","Rodent",,,
"La","Tindière","Rodent",44145,"Kêriadenn","La Tindière",,,
,"Arche","Ruzieg",44146,"Kêriadenn","Arc'h",,,
"Le","Grand-Rigné","Ruzieg",44146,"Kêriadenn","Le Grand-Rigné",,,
"La","Justais","Ruzieg",44146,"Kêriadenn","La Justais",,,
,"Rougé","Ruzieg",44146,"Kumun","Ruzieg",,,
"La","Gautellerie","Kerrouz",44147,"Kêriadenn","La Gautellerie",,,
"La","Rouxière","Kerrouz",44147,"Kumun","Kerrouz",,,
,"Bourgneuf","Ruzinieg",44148,"Kêriadenn","Bourc'hnevez",,,
"La","Haute Ville","Ruzinieg",44148,"Kêriadenn","La Haute Ville",,,
,"Ruffigné","Ruzinieg",44148,"Kumun","Ruzinieg",,,
"Forêt de","Teillay","Ruzinieg",44148,"Koad","Koad Tilheg",,,
"Les","Buffets","Saverieg",44149,"Kêriadenn","Les Buffets",,,
"Les","Grandes Landes","Saverieg",44149,"Kêriadenn","Les Grandes Landes",,,
"La","Noue Durandière","Saverieg",44149,"Kêriadenn","La Noue Durandière",,,
,"Saffré","Saverieg",44149,"Kumun","Saverieg",,,
"Forêt de","Saffré","Saverieg",44149,"Koad","Koad Saverieg",,,
"Les","Salles","Saverieg",44149,"Kêriadenn","Ar Saloù",,,
,"Tournebride (Nort sur Erdre)","Saverieg",44149,"Kêriadenn","Tournebride",,,
"La","Haute Maison","Sant-Enion-al-Lenn-Veur",44150,"Kêriadenn","La Haute Maison",,,
,"Saint-Aignan-Grandlieu","Sant-Enion-al-Lenn-Veur",44150,"Kumun","Sant-Enion-al-Lenn-Veur",,,
,"Avrillac","Sant-Andrev-an-Doureier",44151,"Kêriadenn","Avrillac",,,
"La","Chaussée Neuve","Sant-Andrev-an-Doureier",44151,"Kêriadenn","Ar Chaoser Nevez",,,
,"Bilac","Sant-Andrev-an-Doureier",44151,"Kêriadenn","Bileg",,,
,"Marland","Sant-Andrev-an-Doureier",44151,"Kêriadenn","Meurlann",,,
,"Saint-André-des-Eaux","Sant-Andrev-an-Doureier",44151,"Kumun","Sant-Andrev-an-Doureier",,,
,"Balasson","Santez-Anna-ar-Brived",44152,"Kêriadenn","Balasson",,,
,"Crandelais","Santez-Anna-ar-Brived",44152,"Kêriadenn","Crandelais",,,
,"Saint-Lomer","Santez-Anna-ar-Brived",44152,"Kêriadenn","Sant-Lomer",,,
,"Sainte-Anne-sur-Brivet","Santez-Anna-ar-Brived",44152,"Kumun","Santez-Anna-ar-Brived",,,
"Le","Bois Louel","Sant-Albin-ar-C'hestell",44153,"Kêriadenn","Koad Louel",,,
"La","Chapelle","Sant-Albin-ar-C'hestell",44153,"Kêriadenn","Ar Chapel",,,
