"stagadenn","lec_hanv","kumun","insee","rummad","dibab","deiziad_degemer","niv"
"Rue des","Oiseaux","Molan",29150,"Hent","Straed al Lapoused",13/09/2012,128833
,"Kerdaniel","Molan",29150,"Kêriadenn","Kerdaniel",13/09/2012,127565
"Impasse de","Kerdaniel","Molan",29150,"Hent","Hent-dall Kerdaniel",13/09/2012,128841
,"Trelazec","Molan",29150,"Kêriadenn","Trelazeg",13/09/2012,68868
"Impasse","Louarnig","Molan",29150,"Hent","Hent-dall Louarnig",13/09/2012,128859
"Tachen","Louis Laurent","Molan",29150,"Hent","Tachenn Louis Laurent",13/09/2012,128897
"Impasse","Louis Laurent","Molan",29150,"Hent","Hent-dall Louis Laurent",13/09/2012,128861
,"Kersaux","Molan",29150,"Kêriadenn","Kersaoz",13/09/2012,127613
"Route de","Kersaux","Molan",29150,"Hent","Hent Kersaoz",13/09/2012,128862
,"Kerascoët","Molan",29150,"Kêriadenn","Keraskoed",13/09/2012,127556
"Route de","Kerascoët","Molan",29150,"Hent","Hent Keraskoed",13/09/2012,128863
,"Pont Men","Molan",29150,"Kêriadenn","Pont Men",13/09/2012,127882
"Route de","Merrien","Molan",29150,"Hent","Hent Merien",13/09/2012,128876
"Le","Croiziou","Molan",29150,"Kêriadenn","Ar C'hroezioù",13/09/2012,127533
"Rue du","Croiziou","Molan",29150,"Hent","Straed ar C'hroezioù",13/09/2012,128879
,"Kergostiou","Molan",29150,"Kêriadenn","Kergostioù",13/09/2012,68774
"Rue de","Kergostiou","Molan",29150,"Hent","Straed Kergostioù",13/09/2012,128884
"Impasse de","Kervilin","Molan",29150,"Hent","Hent-dall Kervilin",13/09/2012,128889
"Rue de","Kermoulin","Molan",29150,"Hent","Straed Kervilin",13/09/2012,128890
,"Kertanguy","Molan",29150,"Kêriadenn","Kerdangi",13/09/2012,127623
"Impasse de","Kertanguy","Molan",29150,"Hent","Hent-dall Kertangi",13/09/2012,128873
,"Langroës","Molan",29150,"Kêriadenn","Langroez",13/09/2012,127640
"Rue","Océane","Molan",29150,"Hent","Straed ar Mor-bras",13/09/2012,128828
"Rue","Montbareil","Gwengamp",22070,"Hent","Straed Moñbarailh",10/09/2012,108203
,"Grayo","Sant-Nolf",56231,"Kêriadenn","Graioù",10/09/2012,80218
"Rue","Eric Tabarly","Molan",29150,"Hent","Straed Eric Tabarly",10/09/2012,128843
"Rue","Alain Colas","Molan",29150,"Hent","Straed Alain Colas",10/09/2012,128844
"Route de","Kergoulouet","Molan",29150,"Hent","Hent Kergoulouet",10/09/2012,128858
"Route de","Kerlasset","Molan",29150,"Hent","Hent Kerlaset",10/09/2012,128872
"Le","Grayo","An Ignel",56089,"Kêriadenn","Ar Graioù",10/09/2012,127017
"Pont du","Grayo","An Ignel",56089,"Monumant","Pont ar Graioù",10/09/2012,84303
"Le Pont du","Grayo","Kistinid",56188,"Monumant","Pont ar Graioù",10/09/2012,963
,"Milin Avel","Konk-Leon",29040,"Monumant","Ar Vilin Avel",09/09/2012,119401
,"Mezou Canabec","Konk-Leon",29040,"Maez","Mezoù Kanabog",09/09/2012,119412
"Rue","Milin Avel","Konk-Leon",29040,"Hent","Straed ar Vilin Avel",09/09/2012,128826
,"Kerangoff","Konk-Leon",29040,"Kêriadenn","Kerangov",08/09/2012,119243
,"Kervouroch","Konk-Leon",29040,"Kêriadenn","Kervourog",08/09/2012,119249
"Presqu'ile de","Kermorvan","Konk-Leon",29040,"Dour","Enez-Konk",06/09/2012,119255
,"Saint Jean","Skaer",29274,"Kêriadenn","Sant Yann",06/09/2012,128703
,"Miné Saint Jean","Skaer",29274,"Kêriadenn","Mine Sant Yann",06/09/2012,128511
,"Ty Naour","Skaer",29274,"Kêriadenn","Ti Naour",06/09/2012,12355
,"Penvern","Skaer",29274,"Kêriadenn","Penvern",06/09/2012,128423
"Chapelle Notre-Dame de","Penvern","Skaer",29274,"Monumant","Chapel Intron-Varia Penvern",06/09/2012,128422
"Chapelle Notre-Dame de","Plascaër","Skaer",29274,"Monumant","Chapel Intron-Varia Plaskaer",06/09/2012,128417
"Chapelle Notre-Dame de","Plascaër","Skaer",29274,"Monumant","Chapel Intron-Varia Ganved",06/09/2012,128417
,"Parc à  Chaînes","Brest",29019,"Takad","Tachenn ar Chadinier",06/09/2012,128810
"Allée de la","Médaille Militaire","Plañvour",56162,"Hent","Alez ar Vedalenn Soudard",06/09/2012,128823
,"Streat Hir","Konk-Leon",29040,"Hent","Stread Hir",06/09/2012,107999
"Zone d'Activités de","Locmaria","Lostenk",56148,"Takad","Takad Labourerezh Lokmaria",05/09/2012,128812
"Z.I. du","Porzo","Kervignag",56094,"Takad","T.G. ar Porzhoù",05/09/2012,109300
,"Roi Morvan Communauté",99999,99999,"Diseurt","Roue Morvan Kumuniezh",04/09/2012,128792
,"Pen ar Ru","Lannuon",22113,"Kêriadenn","Penn ar Ru",04/09/2012,116033
"Hôpital du","Scorff","An Oriant",56121,"Monumant","Ospital ar Skorf",04/09/2012,128793
,"Kermoulin","Molan",29150,"Kêriadenn","Kervilin",04/09/2012,127602
"Ecole publique de","Kermoulin","Molan",29150,"Monumant","Skol bublik Kervilin",04/09/2012,128794
"Ecole de","Kerargaouyat","Brest",29019,"Kêriadenn","Skol Kerargaouiad",04/09/2012,128795
"Ecole publique","F.-M. Luzel","Sant-Tegoneg",29266,"Monumant","Skol bublik F. an Uhel",04/09/2012,128796
"Ecole publique","Germaine Tillion","Plunered",56176,"Monumant","Skol bublik Germaine Tillion",04/09/2012,128797
"Ecole maternelle","Sainte Anne","Lokmaria-Plouzane",29130,"Monumant","Skol-vamm Santez Anna",04/09/2012,128798
"Ecole","Jean Moulin","Langoned",56100,"Monumant","Skol Jean Moulin",04/09/2012,128799
"Ecole","N.D. du Sacré Coeur","Konk-Kerne",29039,"Monumant","Skol ar Galon Sakr",04/09/2012,128800
"Rue de","Liège","Brest",29019,"Hent","Straed Liège",04/09/2012,128801
"Route de","Kerfily","Lokmaria-Plouzane",29130,"Hent","Hent Kerfili",04/09/2012,128802
"Rue de l'","Alma","Lokmaria-Plouzane",29130,"Hent","Straed Alma",04/09/2012,128803
"Ecole","Saint Joseph","Kastell-Bourc'h",35068,"Monumant","Skol Sant Jozeb",04/09/2012,128804
"Rue","George Sand","Kastell-Bourc'h",35068,"Hent","Straed George Sand",04/09/2012,128805
"Rond-point de","Kervaric","An Oriant",56121,"Hent","Kroashent-tro Kervarc'hig",04/09/2012,122112
"Place du","Bourgneuf","An Oriant",56121,"Hent","Plasenn ar Vourc'h Nevez",04/09/2012,128806
,"Kernitra","An Oriant",56121,"Kêriadenn","Kernitra",04/09/2012,71040
"Place de","Kernitra","An Oriant",56121,"Hent","Plasenn Kernitra",04/09/2012,122076
"Rond Point de","Keryado","An Oriant",56121,"Hent","Kroashent-tro Keriadoù",04/09/2012,120560
"Rond-point de","Ty Lann","An Oriant",56121,"Hent","Kroashent-tro Ti Lann",04/09/2012,128807
"Crèche","Babigoù Breizh","Gwened",56260,"Monumant","Magouri Babigoù Breizh",04/09/2012,128808
"Rond-point du","Manio","An Oriant",56121,"Hent","Kroashent-tro ar Maneoù",04/09/2012,128809
"Route d'","Auray","Lokmaria-Kaer",56116,"Hent","Hent an Alre",30/08/2012,107904
,"Lannouédic","Skrigneg",29275,"Kêriadenn","Lannouedig",26/08/2012,81202
"Collège de","Pen ar C'hleuz","Brest",29019,"Monumant","Skolaj Penn ar C'hleuz",16/08/2012,128789
"Gymnase de","Penn ar C'hleuz","Brest",29019,"Monumant","Ti-jiminas Penn ar C'hleuz",16/08/2012,128790
"Chapelle","Sainte Anne de La Clarté","Ar Gouer",35089,"Monumant","Santez Anna ar Sklaerded",14/08/2012,128783
"Chapelle","Notre-Dame de la Croix","Gwikomm",35033,"Monumant","Chapel Itron-Varia ar Groaz",14/08/2012,128784
,"Bonabry","Felger",35115,"Karter","Bonabri",14/08/2012,128786
"Église","Notre-Dame de Bonabry","Felger",35115,"Monumant","Iliz Itron-Varia Vonabri",14/08/2012,128785
"Rue du","Pont de Saint Niel","Pondi",56178,"Hent","Straed Pont Saniel",14/08/2012,128787
"Place","Michel Colombe","Kastell-Paol",29259,"Hent","Plasenn Mikael Goulm",09/08/2012,128779
,"Locmaria","Lanwelan",56099,"Kêriadenn","Lokmaria",09/08/2012,128767
"Chapelle de","Locmaria","Lanwelan",56099,"Monumant","Chapel Lokmaria",09/08/2012,128768
"Chapelle de","Locmaria","Lanwelan",56099,"Monumant","Chapel Intron-Varia Gollet",09/08/2012,128768
,"Saint-Houarno","Lanwelan",56099,"Kêriadenn","Sant-Houarnoù",09/08/2012,79110
"Chapelle","Saint-Houarno","Lanwelan",56099,"Monumant","Chapel Sant Houarnoù",09/08/2012,128773
,"Kerlénat","Lokmac'hloù",56113,"Kêriadenn","Kerlenad",09/08/2012,69070
"Chapelle","Notre-Dame-de-Grâce","Lokmac'hloù",56113,"Monumant","Chapel Intron-Varia ar C'hres",09/08/2012,119233
,"Pontouar","Klegereg",56041,"Kêriadenn","Pontouar",07/08/2012,128769
"Etang de","Pontoir","Klegereg",56041,"Dour","Lenn Pontouar",07/08/2012,128770
"Plan d'eau de","Pontouar","Klegereg",56041,"Dour","Tachenn dour Pontouar",07/08/2012,128772
,"Hent-dall Jean Tanneau","Penmarc'h",29158,"Hent","Hent-dall Jean Tanneau",07/08/2012,128702
,"Pontler","Konk-Leon",29040,"Kêriadenn","Pontler",06/08/2012,119268
"Dunes de","Lehan","Triagad",29284,"Diseurt","Tevennoù Lec'han",06/08/2012,128726
"Quai","Saint-Laurent","Pont-'n-Abad",29220,"Hent","Kae Sant-Laorañs",06/08/2012,128731
,"Kerganivet","Begnen",56017,"Kêriadenn","Kerganived",06/08/2012,124908
,"Korn er Lann","Begnen",56017,"Kêriadenn","Korn ar Lann",06/08/2012,124991
"Le","Sémaphore","Pornaleg-Leskonil",29165,"Monumant","Ar Semafor",06/08/2012,128729
,"Men Meur","Ar Gelveneg",29072,"Karter","Maen Meur",03/08/2012,96216
"Corniche de","Men Meur","Ar Gelveneg",29072,"Hent","Hent Maen Meur",03/08/2012,96217
,"Men Meur Bihan","Ar Gelveneg",29072,"Karreg","Maen Meur Bihan",03/08/2012,85582
"Ecole publique","Les Poulpikans","Muzilheg",56143,"Monumant","Skol bublik ar Boulpikaned",03/08/2012,128708
,"Plascaër","Skaer",29274,"Kêriadenn","Plaskaer",02/08/2012,12357
"Chapelle","Saint Paul","Skaer",29274,"Monumant","Chapel Sant Paol",02/08/2012,128704
,"Hent Kereon","Penmarc'h",29158,"Hent","Hent Kereon",01/08/2012,128697
,"Hent-dall Kereon","Penmarc'h",29158,"Hent","Hent-dall Kereon",01/08/2012,128698
,"Hent bihan Rumigou","Penmarc'h",29158,"Hent","Hent bihan Rumigou",01/08/2012,128699
,"Hent Langourougan","Penmarc'h",29158,"Hent","Hent Langourougan",01/08/2012,128700
,"Hent bihan Rumigou","Penmarc'h",29158,"Hent","Hent Kerloc'h Izelañ",01/08/2012,128701
"Les Terrasses du","Dourmeur","Sant-Evarzeg",29247,"Hent","Leurennoù Dourmeur",31/07/2012,109952
,"Kerfraval","Begnen",56017,"Kêriadenn","Kerfraval",31/07/2012,124904
,"Villeneuve-lès-Maguelone",98888,98888,"Kumun","Vilanòva-de-Magalona",30/07/2012,128688
,"Kerchican","Begnen",56017,"Kêriadenn","Kerchikan",30/07/2012,124878
,"Hent Braz Kap Kaval","Sant-Yann-Drolimon",29252,"Hent","Hent Bras Kab Kaval",27/07/2012,92625
,"Cap Caval",99999,99999,"Bro","Kab Kaval",27/07/2012,81126
,"Ihuelgoët","Begnen",56017,"Kêriadenn","Iuhelgoed",26/07/2012,14683
,"Penrho","An Elven",56053,"Kêriadenn","Penroh",26/07/2012,128652
"Le","Najo","Trevlean",56255,"Kêriadenn","An Najoù",26/07/2012,128655
"Le Petit","Najo","Trevlean",56255,"Kêriadenn","An Najoù Bihan",26/07/2012,128653
"Ruisseau de la","Ferrière","Begnen",56017,"Dour","Riolenn Santez-Anna",25/07/2012,125227
"Calvaire des","Fontaines","Begnen",56017,"Monumant","Kroez ar Feutenioù",25/07/2012,125251
"Allée des","Ormes","Sant-Evarzeg",29247,"Hent","Alez an Evlec'h",24/07/2012,109875
"Allée des","Saules","Sant-Evarzeg",29247,"Hent","Alez an Haleg",24/07/2012,109877
"Le","Cosquer","Begnen",56017,"Kêriadenn","Ar Gozhkêr",24/07/2012,10208
"Chapelle des","Fontaines","Begnen",56017,"Monumant","Chapel ar Feutenioù",24/07/2012,124755
"L'","Etang Blanc","Begnen",56017,"Kêriadenn","Lenn Wenn",24/07/2012,124745
"Place de l'","Eglise","Sant-Evarzeg",29247,"Diseurt","Plasenn an Iliz",23/07/2012,128589
,"Beg Kervoalic","Sant-Evarzeg",29247,"Kêriadenn","Beg Kervoalig",23/07/2012,9867
"Chemin de","Beg Kervoalic","Sant-Evarzeg",29247,"Hent","Hentig Beg Kervoalig",23/07/2012,109881
"Allée des","Châtaigners","Sant-Evarzeg",29247,"Hent","Alez ar Gwez-kistin",23/07/2012,109876
,"Kerguent","Sant-Evarzeg",29247,"Kêriadenn","Kergenn",23/07/2012,14420
,"Kerhaliou","Sant-Evarzeg",29247,"Kêriadenn","Kerc'haliou",23/07/2012,14428
"Rue de","Kervihan","Sant-Evarzeg",29247,"Hent","Straed Kervian",23/07/2012,14431
,"Quilliouarn","Sant-Evarzeg",29247,"Kêriadenn","Killiouarn",23/07/2012,14415
,"Pont Quillouarn","Sant-Evarzeg",29247,"Kêriadenn","Pont Killiouarn",23/07/2012,109436
,"Vern Glaz","Sant-Evarzeg",29247,"Kêriadenn","Ar Vernglaz",23/07/2012,106384
"Médiathèque de l'","Agora","Sant-Evarzeg",29247,"Monumant","Mediaoueg an Agora",23/07/2012,109908
"Résidence de","Park Faou","Sant-Evarzeg",29247,"Diseurt","Annez Park Faou",23/07/2012,128591
"Place de la","Mairie","Sant-Evarzeg",29247,"Diseurt","Plasenn an Ti-kêr",23/07/2012,128592
"Résidence","Ru d'Allaë","Sant-Evarzeg",29247,"Diseurt","Annez Rudalae",23/07/2012,128593
"Rue de la","Prairie","Sant-Evarzeg",29247,"Hent","Straed ar Bradenn",23/07/2012,109940
"Avenue de l'","Hermine","Pleskob",56158,"Hent","Bali an Erminig",20/07/2012,128560
"Rue de la","République","Pleskob",56158,"Hent","Straed ar Republik",20/07/2012,128562
"Rue de","Sainte-Anne","Pleskob",56158,"Hent","Straed Santez-Anna",20/07/2012,128571
,"Ty Guen","Tourc'h",29281,"Kêriadenn","Ti Gwenn",19/07/2012,128214
"Le","Coin du Bois","Begnen",56017,"Kêriadenn","Korn ar C'hoed",19/07/2012,124737
"Rue du","Centre de Secours","Lannuon",22113,"Hent","Straed ar Greizenn-sikour",17/07/2012,103530
,"Roz an Dour","Lannuon",22113,"Kêriadenn","Roz an Dour",17/07/2012,116106
"Rue de","Roz an Dour","Lannuon",22113,"Hent","Straed Roz an Dour",17/07/2012,116107
"Hent-dall","Anatole Le Querrec","Lannuon",22113,"Hent","Hent-dall Anatole Le Querrec",17/07/2012,128377
"Eglise","Notre-Dame-des-Flots Léchiagat","Triagad",29284,"Monumant","Iliz Intron-Varia ar Mor",17/07/2012,85731
"Commanderie de","La Feuillée","Ar Fouilhez",29054,"Diseurt","Komandiri ar Fouilhez",17/07/2012,128411
"Rond-point du","Nouveau Brunswick","An Oriant",56121,"Hent","Kroashent-tro Brunswick Nevez",16/07/2012,128334
"La","Ruche","Redon",35294,"Kêriadenn","Ar Rusk",16/07/2012,128304
,"Pont ar Stang","Lannuon",22113,"Hent","Pont ar Stank",16/07/2012,128311
"Giratoire de","Pont Neuf","Berne",56014,"Hent","Kroashent-tro Pont Nevez",16/07/2012,128336
,"Pontouzic","Berne",56014,"Kêriadenn","Pontouzig",16/07/2012,17165
,"Kerfany","Berne",56014,"Kêriadenn","Kerfani",16/07/2012,124292
"Centre Culturel","Le Sémaphore","Trebeurden",22343,"Monumant","Kreizenn Sevenadurel ar Semafor",13/07/2012,128313
"Domaine du","Cap","Magoer",35177,"Diseurt","Domani ar C'hab",13/07/2012,128315
,"Bahurel","Redon",35236,"Kêriadenn","Bahurel",13/07/2012,128303
"Chapelle","Saint Golgon","Tregastell",22353,"Monumant","Chapel Golgon",12/07/2012,128300
"Rue du","Réage","Saozon-Sevigneg",35051,"Hent","Straed an Erv",12/07/2012,125714
,"Smyrne",98888,98888,"Kumun","Smirna",12/07/2012,128226
,"Chéronée",98888,98888,"Kumun","Kaeroneia",12/07/2012,128302
,"Cythère",98888,98888,"Kumun","Kitera",12/07/2012,128310
,"Rhodes",98888,98888,"Kumun","Rodez",12/07/2012,128306
,"Naucratis",98888,98888,"Kumun","Naukratis",11/07/2012,128305
,"Faoutez","Triagad",29284,"Karreg","Faoutez",11/07/2012,85595
,"Cos",98888,98888,"Kumun","Kos",11/07/2012,128308
,"Gênes",98888,98888,"Kumun","Genova",11/07/2012,108788
,"Varazze",98888,98888,"Kumun","Varazze",11/07/2012,128309
,"Bologne",98888,98888,"Kumun","Bologna",11/07/2012,101165
"Église","Saint Primel","Sant-Evarzeg",29247,"Monumant","Iliz sant Primel",10/07/2012,82225
"Pont de","Ploumanac'h","Perroz-Gireg",22168,"Monumant","Chaoser Ploumanac'h",10/07/2012,128299
"Pont de","Ploumanac'h","Perroz-Gireg",22168,"Monumant","Chaoser ar Vilin-vor",10/07/2012,128299
,"Moulin à  Mer","Tregastell",22353,"Diseurt","Ar Vilin Ruz",10/07/2012,84972
"La","Ville Neuve","Karaez-Plougêr",29024,"Kêriadenn","Ar Gernevez",10/07/2012,3723
"Rue","Jean Guéguen","Sant-Evarzeg",29247,"Hent","Straed Jean Gwegen",09/07/2012,109943
,"Kernévez","Sant-Evarzeg",29247,"Kêriadenn","Kernevez",09/07/2012,109399
"Le","Clos de Kerdiret","Plañvour",56162,"Hent","Kloz Kerdired",06/07/2012,128241
,"Béron","Kastell-Nevez-ar-Faou",29027,"Kêriadenn","Ar Beron",06/07/2012,11441
"La Croix de","Beron","Kastell-Nevez-ar-Faou",29027,"Kêriadenn","Kroaz ar Beron",06/07/2012,125653
,"Ménez-Beron","Kastell-Nevez-ar-Faou",29027,"Uhelenn","Menez ar Beron",06/07/2012,11139
,"Bilierou","Kastell-Nevez-ar-Faou",29027,"Kêriadenn","Bilieroù",06/07/2012,103278
,"Boulven","Kastell-Nevez-ar-Faou",29027,"Kêriadenn","Boulven",06/07/2012,11416
,"Boulven Vian","Kastell-Nevez-ar-Faou",29027,"Kêriadenn","Boulven Vihan",06/07/2012,126074
,"Carrent-Ty-Bout","Kastell-Nevez-ar-Faou",29027,"Hent","Karront Ti Boud",06/07/2012,11452
,"Coat Broëz","Kastell-Nevez-ar-Faou",29027,"Koad","Koad Broez",06/07/2012,125569
,"Penbroès","Kastell-Nevez-ar-Faou",29027,"Kêriadenn","Penn Broez",06/07/2012,11131
,"Coatibilic","Kastell-Nevez-ar-Faou",29027,"Kêriadenn","Koatibilig",06/07/2012,11166
,"Cosquer","Kastell-Nevez-ar-Faou",29027,"Kêriadenn","Kozhkêr",06/07/2012,11185
,"Costy","Kastell-Nevez-ar-Faou",29027,"Kêriadenn","Kozhti",06/07/2012,11184
,"Crann","Kastell-Nevez-ar-Faou",29027,"Kêriadenn","Krann",06/07/2012,11171
,"Croas-an-Eugen","Kastell-Nevez-ar-Faou",29027,"Monumant","Kroaz an Eujen",06/07/2012,11437
"Le","Danen","Kastell-Nevez-ar-Faou",29027,"Kêriadenn","An Dannenn",06/07/2012,11170
,"Danen Vian","Kastell-Nevez-ar-Faou",29027,"Kêriadenn","An Dannenn Vihan",06/07/2012,126075
,"Duchen Glaz","Kastell-Nevez-ar-Faou",29027,"Monumant","An Duchenn C'hlas",06/07/2012,126379
,"Glédic","Kastell-Nevez-ar-Faou",29027,"Kêriadenn","Ar Gledig",06/07/2012,11451
,"Gueubleuniou","Kastell-Nevez-ar-Faou",29027,"Kêriadenn","Gunbleuniou",06/07/2012,11160
"Rue de","Karront Dourek","Kastell-Nevez-ar-Faou",29027,"Hent","Ar Garront Dourek",06/07/2012,14837
,"Keradily","Kastell-Nevez-ar-Faou",29027,"Kêriadenn","Keradili",06/07/2012,11398
,"Keralain","Kastell-Nevez-ar-Faou",29027,"Kêriadenn","Keralan",06/07/2012,11382
,"Keralbert","Kastell-Nevez-ar-Faou",29027,"Kêriadenn","Kêr Albert",06/07/2012,103291
,"Kerbiliguet","Kastell-Nevez-ar-Faou",29027,"Kêriadenn","Kerbiliged",06/07/2012,11405
,"Kereffrant","Kastell-Nevez-ar-Faou",29027,"Kêriadenn","Kerevran",06/07/2012,11425
,"Kerelou","Kastell-Nevez-ar-Faou",29027,"Kêriadenn","Kerelou",06/07/2012,11408
,"Kerganès","Kastell-Nevez-ar-Faou",29027,"Kêriadenn","Kerganez",06/07/2012,11386
,"Keriégu","Kastell-Nevez-ar-Faou",29027,"Kêriadenn","Keryegu",06/07/2012,11390
,"Lizjégu","Kastell-Nevez-ar-Faou",29027,"Kêriadenn","Lijegu",06/07/2012,11377
,"Kerivarc'h","Kastell-Nevez-ar-Faou",29027,"Kêriadenn","Kerivarc'h",06/07/2012,11409
,"Kerizit","Kastell-Nevez-ar-Faou",29027,"Kêriadenn","Kerizid",06/07/2012,11176
,"Kerlaëc","Kastell-Nevez-ar-Faou",29027,"Kêriadenn","Kerlaeg",06/07/2012,11134
,"Kermarguerite","Kastell-Nevez-ar-Faou",29027,"Kêriadenn","Kêr Marguerite - Kervarc'harid",06/07/2012,11422
,"Kermerzer","Kastell-Nevez-ar-Faou",29027,"Kêriadenn","Kerverzer",06/07/2012,11413
,"Kernac'hant","Kastell-Nevez-ar-Faou",29027,"Kêriadenn","Kernarc'hant",06/07/2012,11392
,"Kermerzer-Vihan","Kastell-Nevez-ar-Faou",29027,"Kêriadenn","Kerverzer Vihan",06/07/2012,125647
,"Kernalegwenn","Kastell-Nevez-ar-Faou",29027,"Kêriadenn","Kernalegenn",06/07/2012,103296
,"Kernolen","Kastell-Nevez-ar-Faou",29027,"Kêriadenn","Kernolen",06/07/2012,11429
,"Kernont","Kastell-Nevez-ar-Faou",29027,"Diseurt","Kernonn",06/07/2012,11174
,"Keroignant","Kastell-Nevez-ar-Faou",29027,"Kêriadenn","Kerroniant",06/07/2012,11414
,"Kersalic","Kastell-Nevez-ar-Faou",29027,"Kêriadenn","Kersalig",06/07/2012,11402
"Ecluse de","Kersalig","Kastell-Nevez-ar-Faou",29027,"Monumant","Skluz Kersalig",06/07/2012,103283
,"Kervalaën","Kastell-Nevez-ar-Faou",29027,"Kêriadenn","Kervalaenn",06/07/2012,11175
,"Kervern","Kastell-Nevez-ar-Faou",29027,"Kêriadenn","Kervern",06/07/2012,103300
,"Keryvon Brelivet","Kastell-Nevez-ar-Faou",29027,"Kêriadenn","Kereunaon (Keryvon Brelived)",06/07/2012,11393
,"Keryvon-Bourg","Kastell-Nevez-ar-Faou",29027,"Kêriadenn","Kereunbourr",06/07/2012,11391
,"Kerzeillou","Kastell-Nevez-ar-Faou",29027,"Kêriadenn","Kerzeliou",06/07/2012,11169
,"Lanmeur","Kastell-Nevez-ar-Faou",29027,"Kêriadenn","Lanneur",06/07/2012,11448
,"Menez-Cuz","Kastell-Nevez-ar-Faou",29027,"Kêriadenn","Menez Kuz",06/07/2012,11143
,"Nenchez","Kastell-Nevez-ar-Faou",29027,"Kêriadenn","Nenchez",06/07/2012,11153
,"Pénanvern","Kastell-Nevez-ar-Faou",29027,"Kêriadenn","Penn ar Vern",06/07/2012,11161
,"Penarun","Kastell-Nevez-ar-Faou",29027,"Kêriadenn","Penn ar Reun",06/07/2012,11137
,"Penker","Kastell-Nevez-ar-Faou",29027,"Kêriadenn","Ar Penkêr",06/07/2012,103306
,"Penker Loncheg","Kastell-Nevez-ar-Faou",29027,"Kêriadenn","Penkêr Loñcheg",06/07/2012,103307
,"Penn Allée","Kastell-Nevez-ar-Faou",29027,"Kêriadenn","Pennale",06/07/2012,103305
,"Pont Pol","Kastell-Nevez-ar-Faou",29027,"Kêriadenn","Pont Pol",06/07/2012,11454
,"Pouley","Kastell-Nevez-ar-Faou",29027,"Kêriadenn","Ar Poulheiz",06/07/2012,11180
,"Poulhazec","Kastell-Nevez-ar-Faou",29027,"Kêriadenn","Poulc'hazeg",06/07/2012,11154
,"Poulodren","Kastell-Nevez-ar-Faou",29027,"Kêriadenn","Poullodron",06/07/2012,11156
"Ecluse de","Prad Pourrig","Kastell-Nevez-ar-Faou",29027,"Monumant","Skluz Prad Pourig",06/07/2012,103285
,"Quinquis","Kastell-Nevez-ar-Faou",29027,"Kêriadenn","Kenkiz",06/07/2012,11427
