"stagadenn","lec_hanv","kumun","insee","rummad","dibab","deiziad_degemer","niv"
,"Trémic","Kombrid",29037,"Kêriadenn","Tremig","0000-00-00",77360
,"Trévéon","Kombrid",29037,"Kêriadenn","Treveon","0000-00-00",94846
,"Trévennec","Kombrid",29037,"Kêriadenn","Treveneg","0000-00-00",13146
,"Trevenec Creis","Kombrid",29037,"Kêriadenn","Treveneg Kreiz","0000-00-00",94843
,"Trevennec Vian","Kombrid",29037,"Kêriadenn","Treveneg Vihan","0000-00-00",94844
,"Treveon Vian","Kombrid",29037,"Kêriadenn","Treveon Vihan","0000-00-00",94848
,"Tremignon","Kombrid",29037,"Kêriadenn","Tremignon","0000-00-00",94892
,"Tromarzin","Kombrid",29037,"Kêriadenn","Tromarzhin","0000-00-00",13157
,"Tromarzin Dinaou","Kombrid",29037,"Kêriadenn","Tromarzhin Dinaou","0000-00-00",94858
,"Tromarzin Kermabgueguen","Kombrid",29037,"Kêriadenn","Tromarzhin Kerabgwegen","0000-00-00",94859
,"Ty Coq","Kombrid",29037,"Kêriadenn","Ti Kog","0000-00-00",13190
,"Ty Glas","Kombrid",29037,"Diseurt","Ti Glas","0000-00-00",94862
,"Ty Len","Kombrid",29037,"Kêriadenn","Ti Lenn","0000-00-00",94863
,"Ty Lez","Kombrid",29037,"Kêriadenn","Ti Laezh","0000-00-00",94864
,"Ty Pors","Kombrid",29037,"Kêriadenn","Ti Porzh","0000-00-00",94866
,"Ty Pors Vian","Kombrid",29037,"Kêriadenn","Ti Porzh Vihan","0000-00-00",94867
,"Ty Prat","Kombrid",29037,"Kêriadenn","Ti Prad","0000-00-00",94868
,"Ty Robin","Kombrid",29037,"Kêriadenn","Ti Robin","0000-00-00",13188
,"Ty Treuff","Kombrid",29037,"Diseurt","Ti Treuf","0000-00-00",94869
,"Ty-Rhu","Kombrid",29037,"Kêriadenn","Ti Ruz","0000-00-00",13186
,"Ty-Scoul","Kombrid",29037,"Kêriadenn","Ti Skoul","0000-00-00",13177
,"Tycoet","Kombrid",29037,"Kêriadenn","Ti Koed","0000-00-00",94893
,"Tyval","Kombrid",29037,"Kêriadenn","Tival","0000-00-00",94894
,"Vengam","Kombrid",29037,"Kêriadenn","Ar Wengamm","0000-00-00",13189
"La","Villedu","Kombrid",29037,"Kêriadenn","Ar Gerdu","0000-00-00",94895
,"Ty an Al","Kombrid",29037,"Kêriadenn","Ti an Al","0000-00-00",94860
,"Ty Coat","Pont-'n-Abad",29220,"Kêriadenn","Ti Koed","0000-00-00",83399
,"Ti Glas","Pont-'n-Abad",29220,"Kêriadenn","Ti Glas","0000-00-00",95384
,"Brémoguer","Loktudi",29135,"Kêriadenn","Bremoger","0000-00-00",16548
,"Beg Ménez","Loktudi",29135,"Kêriadenn","Beg Menez","0000-00-00",94288
,"Briémen","Loktudi",29135,"Kêriadenn","Briemen","0000-00-00",16549
,"Castel Corn","Loktudi",29135,"Kêriadenn","Kastell Korn","0000-00-00",94291
,"Coadigou","Loktudi",29135,"Kêriadenn","Ar C'hoedigoù","0000-00-00",16550
,"Coetdou","Loktudi",29135,"Diseurt","Koedoù","0000-00-00",95994
,"Corn Lan ar Bleis","Loktudi",29135,"Kêriadenn","Korn Lann ar Bleiz","0000-00-00",94295
"Château de","Briémen","Loktudi",29135,"Monumant","Maner Briemen","0000-00-00",94290
"Le","Cosquer","Loktudi",29135,"Kêriadenn","Ar Gozhkêr","0000-00-00",94296
,"Coz Castel","Loktudi",29135,"Kêriadenn","Kozh Kastell","0000-00-00",94297
"Le","Croaziou","Loktudi",29135,"Kêriadenn","Ar C'hroezioù","0000-00-00",94286
"Chapelle du","Croaziou","Loktudi",29135,"Monumant","Chapel ar C'hroezioù","0000-00-00",16575
"Le","Dourdy","Loktudi",29135,"Kêriadenn","An Dourdi","0000-00-00",16551
"Manoir du","Dourdy","Loktudi",29135,"Monumant","Maner an Dourdi","0000-00-00",94409
"La","Forêt","Loktudi",29135,"Kêriadenn","Ar Forest","0000-00-00",94412
"Petite","Forêt","Loktudi",29135,"Kêriadenn","Ar Forest Vihan","0000-00-00",94413
"Chapelle du","Petit Port","Loktudi",29135,"Monumant","Chapel ar Porzh Vihan","0000-00-00",94355
"Le","Petit Port","Loktudi",29135,"Porzh(-mor)","Ar Porzh Vihan","0000-00-00",96047
,"Pont ar Givin","Loktudi",29135,"Kêriadenn","Pont ar Gwin","0000-00-00",94332
"Ile","Garo","Loktudi",29135,"Kêriadenn","Enez C'haro","0000-00-00",16554
"La","Cale (débarcadère)","Loktudi",29135,"Porzh(-mor)","Ar C'hal","0000-00-00",94358
"Lavoir de","Kervennec","Ar Gelveneg",29072,"Monumant","Poull Kerveneg","0000-00-00",85548
,"Klézer","Ar Gelveneg",29072,"Karreg","Klezeier","0000-00-00",85551
,"Klezeier Bihan","Ar Gelveneg",29072,"Karreg","Klezeier Bihan","0000-00-00",85588
,"Lanvar","Ar Gelveneg",29072,"Kêriadenn","Lanvar","0000-00-00",77215
"Fontaine de","Lanvar","Ar Gelveneg",29072,"Monumant","Feunteun Lanvar","0000-00-00",85546
"Croix de","Lanvar","Ar Gelveneg",29072,"Monumant","Kroaz Lanvar","0000-00-00",85505
,"Lochou","Ar Gelveneg",29072,"Diseurt","Ar Lochoù","0000-00-00",96240
,"Lohan","Ar Gelveneg",29072,"Kêriadenn","Loc'han","0000-00-00",77368
"Rue de","Lohan","Ar Gelveneg",29072,"Hent","Straed Loc'han","0000-00-00",96230
,"Lost an Dro","Ar Gelveneg",29072,"Dour","Lost an Dro","0000-00-00",85589
,"Lost Moan","Ar Gelveneg",29072,"Karreg","Lost Moan","0000-00-00",85557
"Rue","Mejou Veil","Ar Gelveneg",29072,"Hent","Mejoù ar Veilh","0000-00-00",85507
,"Mejou Vian","Ar Gelveneg",29072,"Kêriadenn","Mejoù Bihan","0000-00-00",85497
,"Men Bougrès","Ar Gelveneg",29072,"Karreg","Maen Poutrez","0000-00-00",85564
,"Men Du","Ar Gelveneg",29072,"Karreg","Maen Du","0000-00-00",85552
,"Men Brinnig","Ar Gelveneg",29072,"Karreg","Maen Birinig","0000-00-00",85586
,"Men Kren","Ar Gelveneg",29072,"Karreg","Maen Krenn","0000-00-00",85590
"Pointe de","Men Meur","Ar Gelveneg",29072,"Beg","Beg Maen Meur","0000-00-00",85508
"Baie de","Men Meur","Ar Gelveneg",29072,"Dour","Bae Maen Meur","0000-00-00",85581
,"Men Pod Trez","Ar Gelveneg",29072,"Karreg","Maen Poutrez","0000-00-00",85559
,"Menez","Ar Gelveneg",29072,"Kêriadenn","Ar Menez","0000-00-00",85498
"Rue du","Menhir","Ar Gelveneg",29072,"Hent","Straed ar Peulvan","0000-00-00",85516
"Rue","Ar Veilh Vor","Ar Gelveneg",29072,"Hent","Straed ar Veilh-vor","0000-00-00",85525
"La","Palue","Ar Gelveneg",29072,"Karter","Ar Palud","0000-00-00",85510
"Rue","Parc Briec","Ar Gelveneg",29072,"Hent","Straed Park ar Brieg","0000-00-00",85526
"Fontaine de","Parc Kernaflen","Ar Gelveneg",29072,"Monumant","Feunteun Park Kernaflenn","0000-00-00",85547
"Monument aux","Péris en Mer","Ar Gelveneg",29072,"Monumant","Monumant d'an Dud Kollet e-barzh ar Mor","0000-00-00",85538
"Quartier des","Pêcheurs","Ar Gelveneg",29072,"Karter","Karter ar Besketourien","0000-00-00",85523
,"Penn an Dig","Ar Gelveneg",29072,"Hent","Penn an Dig","0000-00-00",96235
,"Penn an Hent","Ar Gelveneg",29072,"Kêriadenn","Penn an Hent","0000-00-00",85500
,"Penn Bras","Ar Gelveneg",29072,"Karreg","Penn Bras","0000-00-00",96234
"Le","Phare du Môle","Ar Gelveneg",29072,"Monumant","Tour-tan an Dig","0000-00-00",85539
,"Pont ar Loc'h","Ar Gelveneg",29072,"Monumant","Pont ar Loc'h","0000-00-00",96239
,"Poriguenor","Ar Gelveneg",29072,"Kêriadenn","Pourigenor","0000-00-00",85501
,"Pors Glas","Ar Gelveneg",29072,"Beg","Porzh Glas","0000-00-00",95014
,"Porz ar Mogn","Ar Gelveneg",29072,"Beg","Porzh ar Mogn","0000-00-00",96220
,"Porz Bihan","Ar Gelveneg",29072,"Beg","Porzh Bihan","0000-00-00",85578
,"Porz Kerc'heign","Ar Gelveneg",29072,"Beg","Porzh Kerc'heign","0000-00-00",85585
,"Porz Kornou","Ar Gelveneg",29072,"Beg","Porzh ar C'hornoù","0000-00-00",96221
"Rue","Poul ar Palud","Ar Gelveneg",29072,"Hent","Straed Poull ar Palud","0000-00-00",85512
"Rue des Fusillés de","Poulguen","Ar Gelveneg",29072,"Hent","Straed re Fuzuilhet ar Poulgwenn","0000-00-00",85517
,"Poull Gallek","Ar Gelveneg",29072,"Dour","Poull Gallek","0000-00-00",85579
"Rue","Poulmarc'h","Ar Gelveneg",29072,"Hent","Straed Poulmarc'h","0000-00-00",85513
,"Poulmorzadec","Ar Gelveneg",29072,"Kêriadenn","Poulmorzhadeg","0000-00-00",77367
,"Glévian","Loktudi",29135,"Kêriadenn","Glevian","0000-00-00",16553
,"Grand Moulin","Loktudi",29135,"Monumant","Ar Veilh Vras","0000-00-00",94499
"Chenal du","Grand Moulin","Loktudi",29135,"Dour","Kanol ar Veilh Vras","0000-00-00",96038
,"Hent Croaz","Loktudi",29135,"Kêriadenn","Hent Kroez","0000-00-00",94299
,"Istreved ar Groas","Loktudi",29135,"Hent","Istreved ar Groez","0000-00-00",94469
,"Brouel","Ambon",56002,"Kêriadenn","Brouel","0000-00-00",98934
"Le","Suler","Loktudi",29135,"Kêriadenn","Ar Suler","0000-00-00",16589
,"Kerillan","Loktudi",29135,"Kêriadenn","Kerilan","0000-00-00",16564
,"Istreved Kerillan","Loktudi",29135,"Hent","Istreved Kerilan","0000-00-00",86721
,"Istrevet-ar-Baranez","Loktudi",29135,"Hent","Istreved ar Baranez","0000-00-00",95979
,"Kal ar Voused","Loktudi",29135,"Monumant","Kal ar Voused","0000-00-00",96039
,"Kerabel","Loktudi",29135,"Kêriadenn","Kerabel","0000-00-00",94301
,"Kerambour","Loktudi",29135,"Kêriadenn","Kerambour","0000-00-00",16555
,"Kanol an Traon","Loktudi",29135,"Dour","Kanol an Traoñ","0000-00-00",96056
,"Kanol ar Pont","Loktudi",29135,"Dour","Kanol ar Pont","0000-00-00",96041
,"Kerandro","Loktudi",29135,"Kêriadenn","Kerandro","0000-00-00",87006
,"Halle","Pont-'n-Abad",29220,"Monumant","Ar C'hoc'hui","0000-00-00",95242
,"Ar Veil Ael","Pont-'n-Abad",29220,"Kêriadenn","Ar Veilh Avel","0000-00-00",83404
,"Kerandouret","Loktudi",29135,"Kêriadenn","Kerandoured","0000-00-00",16556
,"Coat ar Suler","Loktudi",29135,"Kêriadenn","Koed ar Suler","0000-00-00",94294
,"Ker Anna","Loktudi",29135,"Kêriadenn","Kêr Anna","0000-00-00",94300
,"Kernizan","Loktudi",29135,"Kêriadenn","Kernizan","0000-00-00",16570
,"Kerankou","Loktudi",29135,"Kêriadenn","Kerankou","0000-00-00",95980
,"Kerazan","Loktudi",29135,"Kêriadenn","Kerazan","0000-00-00",16558
"Rue","An Hent Coz","Pont-'n-Abad",29220,"Hent","An Hent Kozh","0000-00-00",95243
,"Quélaudren","Pont-'n-Abad",29220,"Kêriadenn","Kelaodren","0000-00-00",64003
,"Kérioual","Pont-'n-Abad",29220,"Kêriadenn","Kerriwal","0000-00-00",63957
,"Kerlaouarn","Pont-'n-Abad",29220,"Kêriadenn","Kerlaouen","0000-00-00",63961
,"Bodillo","Pont-'n-Abad",29220,"Kêriadenn","Bodilio","0000-00-00",63925
,"Botvellec","Pont-'n-Abad",29220,"Kêriadenn","Bodveleg","0000-00-00",63929
,"Brémilliec","Pont-'n-Abad",29220,"Kêriadenn","Bremilleg","0000-00-00",63931
,"Bringall","Pont-'n-Abad",29220,"Kêriadenn","Bringall","0000-00-00",95176
,"Bringall Huella","Pont-'n-Abad",29220,"Kêriadenn","Bringall Uhelañ","0000-00-00",63935
,"Bringall Izella","Pont-'n-Abad",29220,"Kêriadenn","Bringall Izelañ","0000-00-00",83263
"Église des","Carmes","Pont-'n-Abad",29220,"Monumant","Iliz Itron-Varia Garmez","0000-00-00",95179
"Place des","Carmes","Pont-'n-Abad",29220,"Hent","Plasenn Garmez","0000-00-00",95180
"Château de","Pont-l'Abbé","Pont-'n-Abad",29220,"Monumant","Kastell Pont-'n-Abad","0000-00-00",95182
"Passage du","Château","Pont-'n-Abad",29220,"Hent","Hent ar C'hastell","0000-00-00",95183
"Rue","Corn Lan","Pont-'n-Abad",29220,"Hent","Korn Lann","0000-00-00",83266
,"Rozig ar Mager","Pont-'n-Abad",29220,"Karter","Rozig ar Mager","0000-00-00",95358
,"Croas Kaer","Pont-'n-Abad",29220,"Monumant","Kroez Kaer","0000-00-00",95196
"Rue","Douarlinec","Pont-'n-Abad",29220,"Hent","Douarlineg","0000-00-00",83275
,"Douric","Pont-'n-Abad",29220,"Kêriadenn","An Dourig","0000-00-00",83276
,"Douric ar Menez","Pont-'n-Abad",29220,"Diseurt","Dourig ar Menez","0000-00-00",83278
,"Douric Coz","Pont-'n-Abad",29220,"Kêriadenn","An Dourig Kozh","0000-00-00",83279
,"Douric Nevez","Pont-'n-Abad",29220,"Kêriadenn","An Dourig Nevez","0000-00-00",95229
,"Dréon-an-Ilis","Pont-'n-Abad",29220,"Kêriadenn","Dreñv an Iliz","0000-00-00",63937
"Moulin de l'","Ecluse","Pont-'n-Abad",29220,"Kêriadenn","Meilh ar Skluz","0000-00-00",83281
"Rue","En-Aman","Pont-'n-Abad",29220,"Hent","Straed an Aman","0000-00-00",99011
"Maner an","Enezenn","Pont-'n-Abad",29220,"Kêriadenn","Maner Najag","0000-00-00",95234
"Pont an","Enezenn","Pont-'n-Abad",29220,"Kêriadenn","Pont an Enezenn","0000-00-00",95235
"Hent an","Enezenn","Pont-'n-Abad",29220,"Hent","Hent an Enezenn","0000-00-00",95232
"Hent Kozh an","Enezenn","Pont-'n-Abad",29220,"Hent","Hent Kozh an Enezenn","0000-00-00",95233
,"Feunteun Ven","Pont-'n-Abad",29220,"Kêriadenn","Feunteun Vaen","0000-00-00",63939
,"Foennec-an-Houldry","Pont-'n-Abad",29220,"Diseurt","Foenneg ar C'houldri","0000-00-00",98950
"La","Gare","Pont-'n-Abad",29220,"Diseurt","Ar Gar","0000-00-00",95236
,"Glazen ar Cosquer","Pont-'n-Abad",29220,"Kêriadenn","Glazenn ar Gozhkêr","0000-00-00",83282
,"Goarem Gueon","Pont-'n-Abad",29220,"Kêriadenn","Gwaremm Geon","0000-00-00",63941
,"Kernel","Pont-'n-Abad",29220,"Kêriadenn","Kernel","0000-00-00",63969
,"Goarem Kernel","Pont-'n-Abad",29220,"Kêriadenn","Gwaremm Gernel","0000-00-00",83283
,"Goarem Kernuz","Pont-'n-Abad",29220,"Kêriadenn","Gwaremm Gernuz","0000-00-00",83284
,"Goarem Roz","Pont-'n-Abad",29220,"Kêriadenn","Ar Waremm Rous","0000-00-00",83285
,"Gorrelen","Pont-'n-Abad",29220,"Kêriadenn","Gorrelen","0000-00-00",83286
,"Gorrequer","Pont-'n-Abad",29220,"Diseurt","Gorrekêr","0000-00-00",98951
"Le","Couvent","Pont-'n-Abad",29220,"Monumant","Ar Gouent","0000-00-00",95271
,"Guerdy","Pont-'n-Abad",29220,"Kêriadenn","Ar Gêrdi","0000-00-00",83287
,"Guerrouat","Pont-'n-Abad",29220,"Kêriadenn","Ar Gerrouot","0000-00-00",63943
"Venelle","Gwel Kaër","Pont-'n-Abad",29220,"Hent","Gwel Kaer","0000-00-00",95240
"An","Halaj","Pont-'n-Abad",29220,"Hent","An Halaj","0000-00-00",95241
,"Kercaradec","Loktudi",29135,"Diseurt","Kerkaradeg","0000-00-00",95984
,"Kerdoen","Loktudi",29135,"Kêriadenn","Kerdouen","0000-00-00",16559
,"Kerdual","Loktudi",29135,"Kêriadenn","Kerdual","0000-00-00",94302
,"Kerenez","Loktudi",29135,"Kêriadenn","Kerenez","0000-00-00",94292
"Manoir de","Kerenez","Loktudi",29135,"Monumant","Maner Kerenez","0000-00-00",94293
"Petit","Kerenez","Loktudi",29135,"Kêriadenn","Kerenez Vihan","0000-00-00",94330
,"Kerfédé","Loktudi",29135,"Kêriadenn","Kerfede","0000-00-00",16560
,"Kerforn","Loktudi",29135,"Kêriadenn","Kerforn","0000-00-00",94304
,"Kerfriant","Loktudi",29135,"Kêriadenn","Kerfriant","0000-00-00",16561
,"Kergoff","Loktudi",29135,"Kêriadenn","Kergov","0000-00-00",94305
,"Kergolven","Loktudi",29135,"Kêriadenn","Kergolvenn","0000-00-00",16562
"Rue","Hent-ar-Foennec","Pont-'n-Abad",29220,"Hent","Hent ar Foenneg","0000-00-00",99010
,"Penn ar C'hab","Pont-'n-Abad",29220,"Kêriadenn","Penn ar C'hab","0000-00-00",95300
"Les","Justices","Pont-'n-Abad",29220,"Kêriadenn","Ar Justisoù","0000-00-00",83291
"Laezenn ar","Justisoù","Pont-'n-Abad",29220,"Diseurt","Laeienn ar Justisoù","0000-00-00",95246
,"Keristou","Pont-'n-Abad",29220,"Kêriadenn","Kerristou","0000-00-00",94627
"Le","Rest","Pont-'n-Abad",29220,"Kêriadenn","Ar Rest","0000-00-00",83379
,"Kerlen","Pont-'n-Abad",29220,"Diseurt","Kerlenn","0000-00-00",83407
,"Kerliouarn","Pont-'n-Abad",29220,"Kêriadenn","Kerliouarn","0000-00-00",63963
"Poull","Kerliouarn","Pont-'n-Abad",29220,"Monumant","Poull Kerliouarn","0000-00-00",95259
"Manoir de","Kergolven","Loktudi",29135,"Monumant","Maner Kergolvenn","0000-00-00",94460
"Moulin à  Vent de","Kergolven","Loktudi",29135,"Monumant","Meilh-avel Kergolvenn","0000-00-00",94501
,"Kergroach","Loktudi",29135,"Diseurt","Kergwrac'h","0000-00-00",95987
,"Kergroas","Loktudi",29135,"Kêriadenn","Kergroez","0000-00-00",94405
,"Kerguiffinan","Loktudi",29135,"Kêriadenn","Kergifinan","0000-00-00",94308
"Manoir de","Kerguiffinan","Loktudi",29135,"Monumant","Maner Kergifinan","0000-00-00",94406
"Métairie de","Kerguiffinan","Loktudi",29135,"Kêriadenn","Melouri Kergifinan","0000-00-00",94407
,"Kerhervé","Loktudi",29135,"Kêriadenn","Kerherve","0000-00-00",94309
,"Kerilis","Loktudi",29135,"Kêriadenn","Keriliz","0000-00-00",94285
,"Kerinvarc'h","Loktudi",29135,"Kêriadenn","Kerinvarc'h","0000-00-00",16565
,"Kerizec","Loktudi",29135,"Kêriadenn","Kerizeg","0000-00-00",16566
,"Kerizur","Loktudi",29135,"Kêriadenn","Kerizur","0000-00-00",16567
,"Kerlagadec","Loktudi",29135,"Kêriadenn","Kerlagadeg","0000-00-00",87008
,"Kerlano","Loktudi",29135,"Kêriadenn","Kerlano","0000-00-00",94310
"La","Celtie",99999,99999,"Bro","Keltia","0000-00-00",98038
"Le","Goyen",99999,99999,"Dour","Ar Gwaien","0000-00-00",4133
"Le","Goyen",99999,99999,"Dour","Ar Waien","0000-00-00",4133
"Communauté de Communes de la Presqu'île de","Crozon",99999,99999,"Diseurt","Kumuniezh-kumunioù Gourenez Kraozon","0000-00-00",99366
"Communauté de Communes de","Plabennec et des Abers",99999,99999,"Diseurt","Kumuniezh-kumunioù Plabenneg hag an Aberioù","0000-00-00",99371
"Communauté de Communes  de l'","Aulne maritime",99999,99999,"Diseurt","Kumuniezh-kumunioù arvor ar Stêr-Aon","0000-00-00",99376
"Communauté de communes des","Monts d'Arrée",99999,99999,"Diseurt","Kumuniezh-kumunioù Menez Are","0000-00-00",99390
"Communauté de Communes du","Poher",99999,99999,"Diseurt","Kumuniezh-kumunioù ar Poc'hêr","0000-00-00",99394
"Communauté de Communes de","Callac-Argoat",99999,99999,"Diseurt","Kumuniezh-kumunioù Kallag-Argoad","0000-00-00",99395
"Communauté de Communes du","Kreiz-Breizh",99999,99999,"Diseurt","Kumuniezh-kumunioù Kreiz-Breizh","0000-00-00",99396
,"Lannion-Trégor Agglomération",99999,99999,"Diseurt","Lannuon-Treger Tolpad-kêrioù","0000-00-00",99407
"Communauté de communes de","Beg ar C'hra",99999,99999,"Diseurt","Kumuniezh-kumunioù Beg ar C'hra","0000-00-00",99410
"Communauté de Communes des","Trois Rivières",99999,99999,"Diseurt","Kumuniezh-kumunioù an Teir Stêr","0000-00-00",99413
"Communauté de Communes de la Presqu'île de","Lézardrieux",99999,99999,"Diseurt","Kumuniezh-kumunioù Gourenez Lezardrev","0000-00-00",99414
"Communauté de communes","Paimpol-Goëlo",99999,99999,"Diseurt","Kumuniezh-kumunioù Pempoull-Goueloù","0000-00-00",99415
"Communauté de Communes","Lanvollon-Plouha",99999,99999,"Diseurt","Kumuniezh-kumunioù Lannolon-Plouha","0000-00-00",99419
"Le","Loch","Gwidel",56078,"Kêriadenn","Al Loc'h","0000-00-00",99423
"Communauté de Communes de","Guingamp",99999,99999,"Diseurt","Kumuniezh-kumunioù Gwengamp","0000-00-00",99447
"Communauté de Communes de","Châtelaudren-Plouagat",99999,99999,"Diseurt","Kumuniezh-kumunioù Kastellaodren-Plagad","0000-00-00",99448
"Communauté de Communes de","Lamballe",99999,99999,"Diseurt","Kumuniezh-kumunioù Lambal","0000-00-00",99455
"Communauté de Communes du","Mené",99999,99999,"Diseurt","Kumuniezh-kumunioù ar Menez","0000-00-00",99459
"Communauté de communes","Rance-Frémur",99999,99999,"Diseurt","Kumuniezh-kumunioù ar Renk hag ar Froudveur","0000-00-00",99468
"Communauté de Communes du","Porhoët",99999,99999,"Diseurt","Kumuniezh-kumunioù ar Porc'hoed","0000-00-00",99473
"Rue des","Dunes","Ar Gelveneg",29072,"Hent","Straed an Tevennoù","0000-00-00",85529
,"Porz Argant","Ar Gelveneg",29072,"Beg","Porzh an Argant","0000-00-00",85587
,"Prad ar maner","Ar Gelveneg",29072,"Maez","Prad ar Maner","0000-00-00",96237
,"Prat an Ilis","Ar Gelveneg",29072,"Kêriadenn","Prad an Iliz","0000-00-00",85502
,"Rouz ar Men Du","Ar Gelveneg",29072,"Karreg","Rouzenn ar Porzh","0000-00-00",85550
,"Rouzenn Ar C'hammou","Ar Gelveneg",29072,"Karreg","Rouzenn ar C'hammoù","0000-00-00",85562
,"Rufoligou","Ar Gelveneg",29072,"Kêriadenn","Rufolligoù","0000-00-00",77370
,"Ruhaor","Ar Gelveneg",29072,"Kêriadenn","Run ar C'haor","0000-00-00",85514
"Collège","Saint Joseph","Ar Gelveneg",29072,"Monumant","Skolaj Sant Jozef","0000-00-00",205
"Lande de","Saint-Trémeur","Ar Gelveneg",29072,"Maez","Lann Sant Trevel","0000-00-00",85541
,"Saint-Trémeur","Ar Gelveneg",29072,"Karter","Sant-Trevel","0000-00-00",96229
"Eglise","Sainte-Anne","Ar Gelveneg",29072,"Monumant","Iliz Santez Anna","0000-00-00",85549
,"Stancouline","Ar Gelveneg",29072,"Kêriadenn","Stankoulin","0000-00-00",85503
"Riviere du","Steir","Ar Gelveneg",29072,"Dour","Ar Stêr","0000-00-00",85520
,"Tal ar Groaz","Ar Gelveneg",29072,"Monumant","Tal ar Groaz","0000-00-00",96218
,"Tal ar Vaz","Ar Gelveneg",29072,"Karreg","Tal ar Vaz","0000-00-00",85563
,"Toull Toffig","Ar Gelveneg",29072,"Beg","Toull Tofig","0000-00-00",85577
"Rue","Train Birinik","Ar Gelveneg",29072,"Hent","Straed an Tren Birinig","0000-00-00",85518
"Rue","Traon ar Maner","Ar Gelveneg",29072,"Hent","Straed Traoñ ar Maner","0000-00-00",85522
"L'","Usine de Poissons","Ar Gelveneg",29072,"Monumant","Ar Fritur","0000-00-00",96231
"Rue des","Chardons Bleus","Ar Gelveneg",29072,"Hent","Straed an Irinjez Glas","0000-00-00",85528
"Rue","Avel ar Moor","Triagad",29284,"Hent","Straed Avel ar Mor","0000-00-00",85719
,"Barrière Rouge","Triagad",29284,"Kêriadenn","Ar Gloued Ruz","0000-00-00",85734
,"Clocuen","Triagad",29284,"Kêriadenn","Klokuenn","0000-00-00",85740
,"Croasmalo","Triagad",29284,"Karter","Kroaz Maloù","0000-00-00",61398
"La","Forêt","Triagad",29284,"Kêriadenn","Ar Forest","0000-00-00",85694
,"Hent ar Feunteun","Triagad",29284,"Hent","Hent ar Feunteun","0000-00-00",85721
,"Hent ar Loc'h","Triagad",29284,"Hent","Hent ar Loc'h","0000-00-00",85722
,"Inizou","Triagad",29284,"Karter","An Inizoù","0000-00-00",85703
,"Kélournou","Triagad",29284,"Kêriadenn","Kelournou","0000-00-00",61400
,"Kelarun","Triagad",29284,"Kêriadenn","Kelarun","0000-00-00",85676
,"Kelarun Vian","Triagad",29284,"Kêriadenn","Kelarun Vihan","0000-00-00",85677
,"Kerantoine","Triagad",29284,"Kêriadenn","Kerantoen","0000-00-00",61402
"Lavoir-fontaine de","Kerantoen","Triagad",29284,"Monumant","Feunteun Kerantoen","0000-00-00",85730
,"Keréon","Triagad",29284,"Kêriadenn","Kereon","0000-00-00",85679
,"Kerbernez","Loktudi",29135,"Kêriadenn","Kerbernez","0000-00-00",94403
,"Kergavec","Triagad",29284,"Kêriadenn","Kergaveg","0000-00-00",61404
,"Kerglos","Triagad",29284,"Kêriadenn","Ar Gêrgloz","0000-00-00",61406
,"Kergroëz","Triagad",29284,"Kêriadenn","Kergroez","0000-00-00",85687
,"Keristin","Triagad",29284,"Kêriadenn","Keristin","0000-00-00",85690
,"Keristin Vian","Triagad",29284,"Kêriadenn","Keristin Vihan","0000-00-00",85753
,"Kerlay","Triagad",29284,"Kêriadenn","Kerlae","0000-00-00",85735
,"Kerléguer","Triagad",29284,"Kêriadenn","Kerleger","0000-00-00",85689
,"Kerloc'h","Triagad",29284,"Kêriadenn","Kerloc'h","0000-00-00",85692
,"Kersauz","Triagad",29284,"Kêriadenn","Kersaoz","0000-00-00",85697
,"Kervarch","Triagad",29284,"Kêriadenn","Kervarc'h","0000-00-00",61408
,"Kervay","Triagad",29284,"Kêriadenn","Kervei","0000-00-00",61410
,"Kerveol","Triagad",29284,"Kêriadenn","Kerveol","0000-00-00",61412
,"Kervillogan","Triagad",29284,"Kêriadenn","Kervilogan","0000-00-00",61414
,"Leslae","Triagad",29284,"Kêriadenn","Leslae","0000-00-00",61420
,"Kergall Nevez","Loktudi",29135,"Kêriadenn","Kergall Nevez","0000-00-00",94371
,"Kerleo","Loktudi",29135,"Kêriadenn","Kerleo","0000-00-00",94311
,"Kerloc'h","Loktudi",29135,"Kêriadenn","Kerloc'h","0000-00-00",94312
,"Kermadec","Loktudi",29135,"Kêriadenn","Kervadeg","0000-00-00",94313
,"Kermenhir (Vras)","Loktudi",29135,"Kêriadenn","Kermenhir Vras","0000-00-00",16569
,"Kermenhir Kreiz","Loktudi",29135,"Kêriadenn","Kermenhir Kreiz","0000-00-00",94424
,"Kermenhir Vian","Loktudi",29135,"Kêriadenn","Kermenhir Vihan","0000-00-00",94314
,"Kernu","Loktudi",29135,"Kêriadenn","Kernu","0000-00-00",16571
,"Kerogant","Loktudi",29135,"Kêriadenn","Kerogan","0000-00-00",16557
,"Kerouyen","Loktudi",29135,"Kêriadenn","Kerouien","0000-00-00",16572
,"Kerpaul","Loktudi",29135,"Kêriadenn","Kerpaol","0000-00-00",94315
,"Keruno","Loktudi",29135,"Kêriadenn","Keruno","0000-00-00",16573
,"Kervelegant","Loktudi",29135,"Kêriadenn","Kervelegan","0000-00-00",16568
,"Kerveltre","Loktudi",29135,"Kêriadenn","Kerveltre","0000-00-00",94552
,"Kervennec","Loktudi",29135,"Kêriadenn","Kerveneg","0000-00-00",94410
